,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,imp_vol,delta
35,3,1700,COCONUT_COUPON,615.0,36,,0,,0,616.0,36,,0,,0,615.5,0.0,0.15719558381074256,0.5271290418592179
37,3,1800,COCONUT_COUPON,615.0,50,,0,,0,616.0,36,,0,,0,615.5,0.0,0.1573287757616755,0.5269044522671165
38,3,1900,COCONUT_COUPON,616.0,51,,0,,0,617.0,38,,0,,0,616.5,0.0,0.15764805442286137,0.5268495158720577
41,3,2000,COCONUT_COUPON,614.0,38,,0,,0,615.0,38,,0,,0,614.5,0.0,0.15707616448762537,0.5268474147910849
43,3,2100,COCONUT_COUPON,615.0,42,,0,,0,616.0,42,,0,,0,615.5,0.0,0.15719571058332668,0.5271290418594262
45,3,2200,COCONUT_COUPON,617.0,38,,0,,0,618.0,38,,0,,0,617.5,0.0,0.1575678279280553,0.5274664098760385
46,3,2300,COCONUT_COUPON,618.0,47,,0,,0,619.0,47,,0,,0,618.5,0.0,0.15782051072837094,0.5275225793809106
49,3,2400,COCONUT_COUPON,619.0,39,,0,,0,620.0,39,,0,,0,619.5,0.0,0.15800654240694603,0.5276905518432988
51,3,2500,COCONUT_COUPON,618.0,38,,0,,0,619.0,38,,0,,0,618.5,0.0,0.15795383001213645,0.5272988169033926
53,3,2600,COCONUT_COUPON,619.0,43,,0,,0,620.0,43,,0,,0,619.5,0.0,0.158006606118837,0.5276905518430598
54,3,2700,COCONUT_COUPON,615.0,48,,0,,0,616.0,48,,0,,0,615.5,0.0,0.15706269166549322,0.5273540120464986
57,3,2800,COCONUT_COUPON,618.0,46,,0,,0,619.0,46,,0,,0,618.5,0.0,0.15755401299784316,0.527971239473603
59,3,2900,COCONUT_COUPON,619.0,37,,0,,0,620.0,37,,0,,0,619.5,0.0,0.15773996555041872,0.5281387863159528
61,3,3000,COCONUT_COUPON,619.0,35,,0,,0,620.0,35,,0,,0,619.5,0.0,0.15773999735361352,0.5281387863160403
62,3,3100,COCONUT_COUPON,619.0,38,,0,,0,620.0,38,,0,,0,619.5,0.0,0.1578067314212295,0.5280265857168213
65,3,3200,COCONUT_COUPON,618.0,37,,0,,0,619.0,37,,0,,0,618.5,0.0,0.15748744540769213,0.5280836417829733
67,3,3300,COCONUT_COUPON,617.0,28,,0,,0,618.0,11,619.0,17,,0,617.5,0.0,0.15723486402326098,0.528028480920421
69,3,3400,COCONUT_COUPON,618.0,46,,0,,0,619.0,46,,0,,0,618.5,0.0,0.15748750891221847,0.5280836417831187
70,3,3500,COCONUT_COUPON,617.0,33,,0,,0,618.0,33,,0,,0,617.5,0.0,0.15743495203001118,0.5276909529033036
72,3,3600,COCONUT_COUPON,618.0,25,,0,,0,619.0,25,,0,,0,618.5,0.0,0.1576209496498457,0.5278589322157655
75,3,3700,COCONUT_COUPON,617.0,12,616.0,29,,0,618.0,41,,0,,0,617.5,0.0,0.1574350155127096,0.5276909529032878
76,3,3800,COCONUT_COUPON,615.0,54,,0,,0,616.0,43,,0,,0,615.5,0.0,0.15706303999451388,0.5273540120463989
78,3,3900,COCONUT_COUPON,613.0,34,,0,,0,614.0,34,,0,,0,613.5,0.0,0.15662438038723006,0.5271285963745911
80,3,4000,COCONUT_COUPON,612.0,31,,0,,0,613.0,31,,0,,0,612.5,0.0,0.156504902867395,0.5268461270475621
83,3,4100,COCONUT_COUPON,612.0,21,,0,,0,613.0,27,,0,,0,612.5,0.0,0.1564383713586998,0.5269590775143396
84,3,4200,COCONUT_COUPON,611.0,12,610.0,34,,0,612.0,34,,0,,0,611.5,0.0,0.1562523052830523,0.5267892257231404
86,3,4300,COCONUT_COUPON,609.0,36,,0,,0,610.0,36,,0,,0,609.5,0.0,0.1556804829450667,0.5267889211084258
88,3,4400,COCONUT_COUPON,610.0,50,,0,,0,611.0,2,612.0,48,,0,610.5,0.0,0.15593316245665123,0.5268456614231918
91,3,4500,COCONUT_COUPON,612.0,40,,0,,0,613.0,40,,0,,0,612.5,0.0,0.15657161155284552,0.5267332725213476
92,3,4600,COCONUT_COUPON,611.0,30,,0,,0,612.0,30,,0,,0,611.5,0.0,0.15651853047089606,0.5263375689895519
94,3,4700,COCONUT_COUPON,612.0,44,,0,,0,613.0,44,,0,,0,612.5,0.0,0.15670474003926985,0.5265078507321572
96,3,4800,COCONUT_COUPON,610.0,46,,0,,0,611.0,46,,0,,0,610.5,0.0,0.15653177636329965,0.5258288940626287
99,3,4900,COCONUT_COUPON,610.0,36,,0,,0,611.0,36,,0,,0,610.5,0.0,0.15659824584084928,0.5257163990144442
100,3,5000,COCONUT_COUPON,610.0,32,,0,,0,611.0,32,,0,,0,610.5,0.0,0.1563989272844219,0.5260541706469677
102,3,5100,COCONUT_COUPON,610.0,41,,0,,0,611.0,41,,0,,0,610.5,0.0,0.15633248449507148,0.5261669524593912
104,3,5200,COCONUT_COUPON,608.0,44,,0,,0,609.0,44,,0,,0,608.5,0.0,0.1560928872396856,0.5255988127310857
107,3,5300,COCONUT_COUPON,606.0,49,,0,,0,607.0,49,,0,,0,606.5,0.0,0.1556538684512958,0.5253679013341563
108,3,5400,COCONUT_COUPON,607.0,45,,0,,0,608.0,45,,0,,0,607.5,0.0,0.15570738716368704,0.5257662824713322
110,3,5500,COCONUT_COUPON,609.0,33,,0,,0,610.0,42,,0,,0,609.5,0.0,0.15601343600141368,0.526222066517593
112,3,5600,COCONUT_COUPON,611.0,15,610.0,16,,0,612.0,31,,0,,0,611.5,0.0,0.15638582056646602,0.5265632054103008
115,3,5700,COCONUT_COUPON,610.0,43,,0,,0,611.0,43,,0,,0,610.5,0.0,0.1562661870465397,0.5262798301380397
116,3,5800,COCONUT_COUPON,609.0,42,,0,,0,610.0,42,,0,,0,609.5,0.0,0.15621292971915707,0.5258831107205447
118,3,5900,COCONUT_COUPON,608.0,42,,0,,0,609.0,42,,0,,0,608.5,0.0,0.15609310753374414,0.5255988127302924
120,3,6000,COCONUT_COUPON,608.0,32,,0,,0,609.0,32,,0,,0,608.5,0.0,0.15602671704031298,0.5257117133632486
123,3,6100,COCONUT_COUPON,608.0,36,,0,,0,609.0,36,,0,,0,608.5,0.0,0.15589386804510866,0.5259378029827676
124,3,6200,COCONUT_COUPON,607.0,35,,0,,0,609.0,35,,0,,0,608.0,0.0,0.15543515430431856,0.5264761202468101
126,3,6300,COCONUT_COUPON,607.0,30,,0,,0,608.0,30,,0,,0,607.5,0.0,0.15544184293965185,0.5262200522071483
128,3,6400,COCONUT_COUPON,608.0,42,,0,,0,609.0,42,,0,,0,608.5,0.0,0.15556154726916224,0.5265047156548689
131,3,6500,COCONUT_COUPON,607.0,47,,0,,0,608.0,47,,0,,0,607.5,0.0,0.15537541826015086,0.5263337370158243
132,3,6600,COCONUT_COUPON,606.0,44,,0,,0,607.0,44,,0,,0,606.5,0.0,0.15545505858591474,0.5257078278017564
134,3,6700,COCONUT_COUPON,605.0,30,,0,,0,606.0,30,,0,,0,605.5,0.0,0.15520238696874034,0.5256493459255404
136,3,6800,COCONUT_COUPON,604.0,35,,0,,0,605.0,35,,0,,0,604.5,0.0,0.15488330324855137,0.525704751023986
139,3,6900,COCONUT_COUPON,605.0,36,,0,,0,606.0,36,,0,,0,605.5,0.0,0.15526885971319324,0.5255357350956257
140,3,7000,COCONUT_COUPON,606.0,46,,0,,0,607.0,46,,0,,0,606.5,0.0,0.1553887535230971,0.5258213301176055
142,3,7100,COCONUT_COUPON,606.0,44,,0,,0,607.0,37,,0,,0,606.5,0.0,0.15525588720384642,0.5260486258402863
144,3,7200,COCONUT_COUPON,605.0,42,,0,,0,606.0,42,,0,,0,605.5,0.0,0.15513612097415752,0.5257630539140826
147,3,7300,COCONUT_COUPON,605.0,56,,0,,0,606.0,44,,0,,0,605.5,0.0,0.1551361522534837,0.5257630539143052
149,3,7400,COCONUT_COUPON,605.0,34,,0,,0,606.0,34,,0,,0,605.5,0.0,0.15526901624079115,0.5255357350960853
151,3,7500,COCONUT_COUPON,603.0,34,,0,,0,604.0,34,,0,,0,603.5,0.0,0.15489638341655118,0.5251905223580124
152,3,7600,COCONUT_COUPON,603.0,41,,0,,0,604.0,41,,0,,0,603.5,0.0,0.15483004501531247,0.5253043506890477
155,3,7700,COCONUT_COUPON,603.0,40,,0,,0,604.0,40,,0,,0,603.5,0.0,0.15483007622915507,0.5253043506883808
157,3,7800,COCONUT_COUPON,601.0,35,,0,,0,602.0,35,,0,,0,601.5,0.0,0.1543246848898365,0.5251863644182464
159,3,7900,COCONUT_COUPON,601.0,41,,0,,0,603.0,41,,0,,0,602.0,0.0,0.15451742831945056,0.5251017333038944
161,3,8000,COCONUT_COUPON,601.0,37,,0,,0,602.0,37,,0,,0,601.5,0.0,0.1542583812931236,0.5253007049075823
162,3,8100,COCONUT_COUPON,600.0,41,,0,,0,601.0,41,,0,,0,600.5,0.0,0.15420474887939958,0.5248985252238852
165,3,8200,COCONUT_COUPON,600.0,38,,0,,0,601.0,42,,0,,0,600.5,0.0,0.1543374092891527,0.5246701156458088
167,3,8300,COCONUT_COUPON,599.0,44,,0,,0,600.0,44,,0,,0,599.5,0.0,0.15415099030427157,0.524495951523305
169,3,8400,COCONUT_COUPON,598.0,43,,0,,0,599.0,43,,0,,0,598.5,0.0,0.15416327391901996,0.5239789019943691
170,3,8500,COCONUT_COUPON,597.0,47,,0,,0,598.0,47,,0,,0,597.5,0.0,0.15404293832046667,0.5236896169226876
173,3,8600,COCONUT_COUPON,596.0,36,,0,,0,597.0,36,,0,,0,596.5,0.0,0.1537239904932701,0.5237424616612836
175,3,8700,COCONUT_COUPON,595.0,51,,0,,0,596.0,40,,0,,0,595.5,0.0,0.1533388434247306,0.5239104885706884
177,3,8800,COCONUT_COUPON,597.0,33,,0,,0,598.0,33,,0,,0,597.5,0.0,0.15397683349190247,0.5238037086959119
178,3,8900,COCONUT_COUPON,600.0,13,599.0,18,,0,601.0,31,,0,,0,600.5,0.0,0.15440392344469772,0.5245560577751525
181,3,9000,COCONUT_COUPON,600.0,37,,0,,0,601.0,37,,0,,0,600.5,0.0,0.15427134960788297,0.524784271413769
183,3,9100,COCONUT_COUPON,601.0,44,,0,,0,602.0,44,,0,,0,601.5,0.0,0.1547893072618657,0.5243887212062949
185,3,9200,COCONUT_COUPON,602.0,38,,0,,0,603.0,38,,0,,0,602.5,0.0,0.154975818076562,0.5245626244960506
186,3,9300,COCONUT_COUPON,601.0,36,,0,,0,602.0,36,,0,,0,601.5,0.0,0.15485563763045126,0.5242751619143116
189,3,9400,COCONUT_COUPON,601.0,28,,0,,0,602.0,48,,0,,0,601.5,0.0,0.15505439976557422,0.5239350655100705
191,3,9500,COCONUT_COUPON,604.0,50,,0,,0,605.0,50,,0,,0,604.5,0.0,0.1557465856017587,0.5242314275201185
193,3,9600,COCONUT_COUPON,603.0,28,,0,,0,604.0,28,,0,,0,603.5,0.0,0.15542755895415272,0.524283388994421
194,3,9700,COCONUT_COUPON,604.0,30,,0,,0,605.0,30,,0,,0,604.5,0.0,0.15561409908366758,0.5244570313457173
197,3,9800,COCONUT_COUPON,602.0,40,,0,,0,603.0,40,,0,,0,602.5,0.0,0.15524108643644016,0.5241094008136673
199,3,9900,COCONUT_COUPON,605.0,39,,0,,0,606.0,39,,0,,0,605.5,0.0,0.15573433122906924,0.5247431678126429
201,3,10000,COCONUT_COUPON,605.0,19,,0,,0,606.0,30,,0,,0,605.5,0.0,0.15573436262844864,0.5247431678126585
202,3,10100,COCONUT_COUPON,604.0,28,,0,,0,605.0,28,,0,,0,604.5,0.0,0.15541530964552727,0.5247961578990893
205,3,10200,COCONUT_COUPON,603.0,28,,0,,0,604.0,42,,0,,0,603.5,0.0,0.15529518989178664,0.5245095921068639
207,3,10300,COCONUT_COUPON,603.0,31,,0,,0,604.0,31,,0,,0,603.5,0.0,0.15522892443926242,0.5246228383665127
209,3,10400,COCONUT_COUPON,603.0,53,,0,,0,605.0,39,,0,,0,604.0,0.0,0.1552890249286889,0.5247661736027472
210,3,10500,COCONUT_COUPON,602.0,38,,0,,0,603.0,38,,0,,0,602.5,0.0,0.15497622428215857,0.5245626244966013
213,3,10600,COCONUT_COUPON,604.0,12,603.0,19,,0,605.0,39,,0,,0,604.5,0.0,0.15528279549336296,0.5250227244504725
215,3,10700,COCONUT_COUPON,605.0,37,,0,,0,606.0,37,,0,,0,605.5,0.0,0.1555355698251797,0.5250822605194283
217,3,10800,COCONUT_COUPON,605.0,45,,0,,0,606.0,45,,0,,0,605.5,0.0,0.15566828840982286,0.5248561024984287
218,3,10900,COCONUT_COUPON,606.0,43,,0,,0,607.0,43,,0,,0,606.5,0.0,0.1559874152727809,0.5248032837062921
221,3,11000,COCONUT_COUPON,605.0,40,,0,,0,606.0,40,,0,,0,605.5,0.0,0.15599985745603231,0.524292387965948
223,3,11100,COCONUT_COUPON,603.0,38,,0,,0,605.0,38,,0,,0,604.0,0.0,0.15562068847862656,0.5242009341030703
225,3,11200,COCONUT_COUPON,605.0,39,,0,,0,606.0,39,,0,,0,605.5,0.0,0.1559336432298621,0.5244049393718233
226,3,11300,COCONUT_COUPON,606.0,38,,0,,0,607.0,38,,0,,0,606.5,0.0,0.15658400254612273,0.5237929905908871
229,3,11400,COCONUT_COUPON,605.0,44,,0,,0,606.0,44,,0,,0,605.5,0.0,0.15646358726495946,0.52350719360862
231,3,11500,COCONUT_COUPON,604.0,35,,0,,0,605.0,35,,0,,0,604.5,0.0,0.15607837733945346,0.5236690917233328
233,3,11600,COCONUT_COUPON,604.0,43,,0,,0,605.0,43,,0,,0,604.5,0.0,0.15607840881159238,0.5236690917241308
234,3,11700,COCONUT_COUPON,606.0,34,,0,,0,607.0,34,,0,,0,606.5,0.0,0.1563191546563489,0.5242410590358206
237,3,11800,COCONUT_COUPON,605.0,33,,0,,0,606.0,33,,0,,0,605.5,0.0,0.1560663742527486,0.5241799320320722
239,3,11900,COCONUT_COUPON,604.0,43,,0,,0,605.0,43,,0,,0,604.5,0.0,0.15587984090442286,0.5240062068261839
241,3,12000,COCONUT_COUPON,603.0,26,,0,,0,604.0,26,,0,,0,603.5,0.0,0.15569328105343475,0.5238321364681031
242,3,12100,COCONUT_COUPON,602.0,37,,0,,0,603.0,14,604.0,23,,0,602.5,0.0,0.15550669462338673,0.5236577196677789
245,3,12200,COCONUT_COUPON,604.0,39,,0,,0,605.0,39,,0,,0,604.5,0.0,0.15581369034648795,0.5241187693514338
247,3,12300,COCONUT_COUPON,605.0,42,,0,,0,606.0,31,,0,,0,605.5,0.0,0.15613278480234696,0.5240675714317222
248,3,12400,COCONUT_COUPON,605.0,32,,0,,0,606.0,32,,0,,0,605.5,0.0,0.15586773115587066,0.5245175863883138
250,3,12500,COCONUT_COUPON,607.0,33,,0,,0,608.0,33,,0,,0,607.5,0.0,0.1563070217156934,0.5247509336512236
252,3,12600,COCONUT_COUPON,607.0,44,,0,,0,608.0,32,,0,,0,607.5,0.0,0.15610802701561546,0.5250885208324988
255,3,12700,COCONUT_COUPON,608.0,30,,0,,0,609.0,30,,0,,0,608.5,0.0,0.15642718016659526,0.5250357457538685
256,3,12800,COCONUT_COUPON,608.0,34,,0,,0,609.0,45,,0,,0,608.5,0.0,0.15655990025736088,0.5248111865911901
258,3,12900,COCONUT_COUPON,607.0,36,,0,,0,608.0,36,,0,,0,607.5,0.0,0.15617447562572911,0.5249758962723939
260,3,13000,COCONUT_COUPON,607.0,40,,0,,0,608.0,40,,0,,0,607.5,0.0,0.15637349730504438,0.5246385953129303
263,3,13100,COCONUT_COUPON,609.0,47,,0,,0,610.0,47,,0,,0,609.5,0.0,0.15687911601792467,0.5247594704404782
264,3,13200,COCONUT_COUPON,609.0,38,,0,,0,610.0,38,,0,,0,609.5,0.0,0.15681281310515147,0.5248714068719148
266,3,13300,COCONUT_COUPON,609.0,37,,0,,0,610.0,37,,0,,0,609.5,0.0,0.15694550185838332,0.5246476285263988
268,3,13400,COCONUT_COUPON,607.0,28,,0,,0,608.0,28,,0,,0,607.5,0.0,0.15637362341915464,0.5246385953128556
271,3,13500,COCONUT_COUPON,608.0,62,,0,,0,609.0,43,,0,,0,608.5,0.0,0.1566264475548763,0.5246990495204163
272,3,13600,COCONUT_COUPON,609.0,42,,0,,0,610.0,42,,0,,0,609.5,0.0,0.15674659298182056,0.5249834379573554
274,3,13700,COCONUT_COUPON,608.0,43,,0,,0,609.0,43,,0,,0,608.5,0.0,0.1566265107137948,0.5246990495203248
276,3,13800,COCONUT_COUPON,607.0,32,,0,,0,608.0,32,,0,,0,607.5,0.0,0.15644005563290597,0.5245263521063864
279,3,13900,COCONUT_COUPON,608.0,41,,0,,0,609.0,41,,0,,0,608.5,0.0,0.15682548110854844,0.5243632067025902
280,3,14000,COCONUT_COUPON,607.0,44,,0,,0,608.0,44,,0,,0,607.5,0.0,0.15670522331904693,0.5240783278384631
282,3,14100,COCONUT_COUPON,605.0,37,,0,,0,606.0,37,,0,,0,605.5,0.0,0.1561995928991567,0.5239553060271385
284,3,14200,COCONUT_COUPON,607.0,36,,0,,0,609.0,36,,0,,0,608.0,0.0,0.15650027183546647,0.5246688265880229
287,3,14300,COCONUT_COUPON,607.0,31,,0,,0,608.0,36,,0,,0,607.5,0.0,0.15644021334284638,0.5245263521062082
288,3,14400,COCONUT_COUPON,606.0,38,,0,,0,607.0,38,,0,,0,606.5,0.0,0.15632000563373605,0.5242410590356779
290,3,14500,COCONUT_COUPON,607.0,52,,0,,0,608.0,52,,0,,0,607.5,0.0,0.15650657061427176,0.5244142038933877
292,3,14600,COCONUT_COUPON,608.0,26,,0,,0,609.0,38,,0,,0,608.5,0.0,0.15642777941780273,0.5250357457538817
295,3,14700,COCONUT_COUPON,607.0,33,,0,,0,608.0,33,,0,,0,607.5,0.0,0.15590955208058585,0.5254269691834124
296,3,14800,COCONUT_COUPON,607.0,30,,0,,0,609.0,30,,0,,0,608.0,0.0,0.15623509937993765,0.5251183483326081
298,3,14900,COCONUT_COUPON,610.0,38,,0,,0,611.0,38,,0,,0,610.5,0.0,0.15680064850682024,0.5253794851783192
300,3,15000,COCONUT_COUPON,609.0,46,,0,,0,610.0,46,,0,,0,609.5,0.0,0.15681338221571955,0.5248714068715389
303,3,15100,COCONUT_COUPON,608.0,32,,0,,0,609.0,12,610.0,20,,0,608.5,0.0,0.15662695283350017,0.5246990495209111
304,3,15200,COCONUT_COUPON,610.0,47,,0,,0,611.0,33,,0,,0,610.5,0.0,0.15699988041027368,0.5250434254156767
306,3,15300,COCONUT_COUPON,607.0,33,,0,,0,608.0,33,,0,,0,607.5,0.0,0.15637422247027336,0.5246385953136796
308,3,15400,COCONUT_COUPON,607.0,39,,0,,0,608.0,39,,0,,0,607.5,0.0,0.15644056031126363,0.5245263521069846
311,3,15500,COCONUT_COUPON,607.0,44,,0,,0,609.0,44,,0,,0,608.0,0.0,0.15656699250805112,0.524556683939977
312,3,15600,COCONUT_COUPON,608.0,38,,0,,0,610.0,38,,0,,0,609.0,0.0,0.15675350846320893,0.524729264131717
314,3,15700,COCONUT_COUPON,609.0,37,,0,,0,610.0,37,,0,,0,609.5,0.0,0.15687993841536463,0.5247594704398396
316,3,15800,COCONUT_COUPON,610.0,38,,0,,0,612.0,44,,0,,0,611.0,0.0,0.1570600910867471,0.525185232414118
319,3,15900,COCONUT_COUPON,612.0,57,,0,,0,613.0,44,,0,,0,612.5,0.0,0.15737289448358807,0.5253864510774645
320,3,16000,COCONUT_COUPON,610.0,37,,0,,0,611.0,37,,0,,0,610.5,0.0,0.15706648878578472,0.5249315946494989
322,3,16100,COCONUT_COUPON,609.0,44,,0,,0,610.0,44,,0,,0,609.5,0.0,0.15674738308493877,0.5249834379574561
324,3,16200,COCONUT_COUPON,610.0,42,,0,,0,611.0,42,,0,,0,610.5,0.0,0.15700019696520334,0.5250434254162826
327,3,16300,COCONUT_COUPON,609.0,31,,0,,0,610.0,14,611.0,17,,0,609.5,0.0,0.15668108733170427,0.525095563834995
329,3,16400,COCONUT_COUPON,610.0,27,,0,,0,611.0,27,,0,,0,610.5,0.0,0.15680112273167254,0.5253794851780138
331,3,16500,COCONUT_COUPON,609.0,30,,0,,0,610.0,30,,0,,0,609.5,0.0,0.1566811505160886,0.5250955638355476
332,3,16600,COCONUT_COUPON,608.0,40,,0,,0,609.0,40,,0,,0,608.5,0.0,0.1562956724352989,0.525260685864145
335,3,16700,COCONUT_COUPON,608.0,34,,0,,0,610.0,34,,0,,0,609.0,0.0,0.15642208145817296,0.5252903969474142
337,3,16800,COCONUT_COUPON,609.0,47,,0,,0,610.0,34,,0,,0,609.5,0.0,0.15641568871769806,0.5255450180140189
339,3,16900,COCONUT_COUPON,609.0,40,,0,,0,611.0,40,,0,,0,610.0,0.0,0.15634278438645186,0.5259123009839047
341,3,17000,COCONUT_COUPON,608.0,42,,0,,0,610.0,42,,0,,0,609.0,0.0,0.15609009930876258,0.5258539137533287
342,3,17100,COCONUT_COUPON,607.0,37,,0,,0,608.0,37,,0,,0,607.5,0.0,0.15584390329790296,0.52553997732182
345,3,17200,COCONUT_COUPON,606.0,51,,0,,0,607.0,35,,0,,0,606.5,0.0,0.15559120793565273,0.5254811135512362
347,3,17300,COCONUT_COUPON,606.0,39,,0,,0,607.0,39,,0,,0,606.5,0.0,0.15539198053601472,0.5258213301172383
349,3,17400,COCONUT_COUPON,605.0,31,,0,,0,606.0,31,,0,,0,605.5,0.0,0.15547130821039828,0.5251954841351274
350,3,17500,COCONUT_COUPON,604.0,40,,0,,0,605.0,40,,0,,0,604.5,0.0,0.15528495581504792,0.5250227244505241
353,3,17600,COCONUT_COUPON,604.0,20,,0,,0,605.0,40,,0,,0,604.5,0.0,0.15535132955923311,0.5249093928624459
355,3,17700,COCONUT_COUPON,603.0,41,,0,,0,604.0,41,,0,,0,603.5,0.0,0.15536382386014283,0.5243964423621805
357,3,17800,COCONUT_COUPON,603.0,50,,0,,0,604.0,50,,0,,0,603.5,0.0,0.15549639007539579,0.5241704318606377
358,3,17900,COCONUT_COUPON,603.0,39,,0,,0,605.0,39,,0,,0,604.0,0.0,0.15549027891070177,0.5244267411065646
361,3,18000,COCONUT_COUPON,604.0,44,,0,,0,605.0,44,,0,,0,604.5,0.0,0.15555040936250666,0.52456997728065
363,3,18100,COCONUT_COUPON,606.0,1,605.0,35,,0,607.0,36,,0,,0,606.5,0.0,0.15618861110173163,0.5244656628606646
365,3,18200,COCONUT_COUPON,607.0,30,,0,,0,608.0,30,,0,,0,607.5,0.0,0.1563751368175817,0.5246385953132279
366,3,18300,COCONUT_COUPON,607.0,41,,0,,0,608.0,41,,0,,0,607.5,0.0,0.15637516834792825,0.524638595313414
369,3,18400,COCONUT_COUPON,606.0,29,,0,,0,607.0,29,,0,,0,606.5,0.0,0.15598977411159418,0.524803283706521
371,3,18500,COCONUT_COUPON,605.0,38,,0,,0,606.0,1,607.0,37,,0,605.5,0.0,0.15560436662574784,0.5249691333539263
373,3,18600,COCONUT_COUPON,606.0,34,,0,,0,607.0,34,,0,,0,606.5,0.0,0.1557244256762045,0.5252547855355788
374,3,18700,COCONUT_COUPON,606.0,32,,0,,0,607.0,32,,0,,0,606.5,0.0,0.15585718701071527,0.5250288426270336
377,3,18800,COCONUT_COUPON,605.0,34,,0,,0,606.0,2,607.0,32,,0,605.5,0.0,0.15580344021535678,0.5246303291561425
379,3,18900,COCONUT_COUPON,606.0,43,,0,,0,607.0,43,,0,,0,606.5,0.0,0.15612256453900686,0.5245781076567324
381,3,19000,COCONUT_COUPON,608.0,30,,0,,0,609.0,30,,0,,0,608.5,0.0,0.15662818446333354,0.5246990495203716
382,3,19100,COCONUT_COUPON,609.0,36,,0,,0,610.0,36,,0,,0,609.5,0.0,0.15668197188761904,0.5250955638350606
385,3,19200,COCONUT_COUPON,610.0,40,,0,,0,611.0,40,,0,,0,610.5,0.0,0.15680200796425098,0.5253794851777588
387,3,19300,COCONUT_COUPON,607.0,44,,0,,0,609.0,44,,0,,0,608.0,0.0,0.1563692231295545,0.5248933969541506
389,3,19400,COCONUT_COUPON,607.0,53,,0,,0,608.0,41,,0,,0,607.5,0.0,0.1561101673611688,0.525088520832995
390,3,19500,COCONUT_COUPON,606.0,33,,0,,0,607.0,33,,0,,0,606.5,0.0,0.15625533854095355,0.5243533133668073
393,3,19600,COCONUT_COUPON,604.0,12,603.0,33,,0,605.0,33,,0,,0,604.5,0.0,0.15581601515202645,0.5241187693512912
395,3,19700,COCONUT_COUPON,603.0,26,,0,,0,604.0,38,,0,,0,603.5,0.0,0.15536445037798782,0.5243964423627341
397,3,19800,COCONUT_COUPON,600.0,40,,0,,0,601.0,40,,0,,0,600.5,0.0,0.15473862232618352,0.5239872318692019
398,3,19900,COCONUT_COUPON,600.0,42,,0,,0,602.0,42,,0,,0,601.0,0.0,0.1548650512233259,0.5240177875165312
401,3,20000,COCONUT_COUPON,600.0,46,,0,,0,601.0,46,,0,,0,600.5,0.0,0.1550035101573067,0.5235339187203305
403,3,20100,COCONUT_COUPON,601.0,32,,0,,0,602.0,2,603.0,30,,0,601.5,0.0,0.15512396572542714,0.523821893394548
