,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,log_returns,t_exp,vol_est
106,1,5300,COCONUT,9998.0,131,9997.0,69,,0,9999.0,131,10000.0,69,,0,9998.5,0.0,0.00010002000408412354,0.9999788,
109,1,5400,COCONUT,9998.0,119,9997.0,51,,0,9999.0,119,10000.0,51,,0,9998.5,0.0,0.0,0.9999783999999999,
111,1,5500,COCONUT,9999.0,147,9998.0,49,,0,10000.0,147,10001.0,49,,0,9999.5,0.0,0.0001000100010834407,0.9999779999999999,
113,1,5600,COCONUT,9999.0,111,9998.0,58,,0,10000.0,111,10001.0,58,,0,9999.5,0.0,0.0,0.9999776,
114,1,5700,COCONUT,9999.0,127,9998.0,69,,0,10001.0,189,,0,,0,10000.0,0.0,5.000125004176341e-05,0.9999772,
117,1,5800,COCONUT,9999.0,135,9998.0,58,,0,10000.0,135,10001.0,58,,0,9999.5,0.0,-5.000125004166272e-05,0.9999768,
119,1,5900,COCONUT,9997.0,168,,0,,0,9999.0,107,10000.0,61,,0,9998.0,0.0,-0.00015001875262535098,0.9999764,
121,1,6000,COCONUT,9997.0,125,9996.0,48,,0,9998.0,125,9999.0,48,,0,9997.5,0.0,-5.001125254228787e-05,0.999976,
122,1,6100,COCONUT,9997.0,120,9996.0,42,,0,9999.0,162,,0,,0,9998.0,0.0,5.0011252542213364e-05,0.9999756,
125,1,6200,COCONUT,9998.0,190,,0,,0,10000.0,121,10001.0,69,,0,9999.0,0.0,0.0001000150023337974,0.9999752,
127,1,6300,COCONUT,9999.0,142,9998.0,63,,0,10000.0,142,10001.0,63,,0,9999.5,0.0,5.000375029175968e-05,0.9999747999999999,
129,1,6400,COCONUT,10001.0,102,10000.0,60,,0,10002.0,102,10003.0,60,,0,10001.5,0.0,0.00019999000116647833,0.9999743999999999,
130,1,6500,COCONUT,10002.0,148,10001.0,45,,0,10003.0,148,10004.0,45,,0,10002.5,0.0,9.998000408243501e-05,0.999974,
133,1,6600,COCONUT,10002.0,121,10001.0,67,,0,10003.0,121,10004.0,67,,0,10002.5,0.0,0.0,0.9999736,
135,1,6700,COCONUT,10002.0,7,10001.0,181,,0,10003.0,127,10004.0,54,,0,10002.5,0.0,0.0,0.9999732,
137,1,6800,COCONUT,10004.0,115,10003.0,58,,0,10005.0,115,10006.0,58,,0,10004.5,0.0,0.00019993002515747158,0.9999728,
138,1,6900,COCONUT,10003.0,157,,0,,0,10005.0,105,10006.0,52,,0,10004.0,0.0,-4.997875903785119e-05,0.9999724,
141,1,7000,COCONUT,10002.0,173,,0,,0,10004.0,120,10005.0,53,,0,10003.0,0.0,-9.996501232890719e-05,0.999972,
143,1,7100,COCONUT,10003.0,101,10002.0,56,,0,10004.0,101,10005.0,56,,0,10003.5,0.0,4.9983755289888594e-05,0.9999716,
145,1,7200,COCONUT,10002.0,115,10001.0,41,,0,10004.0,156,,0,,0,10003.0,0.0,-4.998375528995348e-05,0.9999712,
146,1,7300,COCONUT,10003.0,100,10002.0,68,,0,10004.0,100,10005.0,68,,0,10003.5,0.0,4.9983755289888594e-05,0.9999708,
149,1,7400,COCONUT,10001.0,203,,0,,0,10003.0,127,10004.0,76,,0,10002.0,0.0,-0.00014995876162168784,0.9999704,
151,1,7500,COCONUT,10002.0,183,,0,,0,10004.0,113,10005.0,70,,0,10003.0,0.0,9.997500633164248e-05,0.99997,
153,1,7600,COCONUT,10003.0,205,,0,,0,10004.0,7,10005.0,141,10006.0,64,10003.5,0.0,4.9983755289888594e-05,0.9999696,
155,1,7700,COCONUT,10003.0,103,10002.0,60,,0,10004.0,103,10005.0,60,,0,10003.5,0.0,0.0,0.9999692,
156,1,7800,COCONUT,10002.0,125,10001.0,73,,0,10003.0,125,10004.0,73,,0,10002.5,0.0,-9.99700090805848e-05,0.9999688,
159,1,7900,COCONUT,10002.0,140,10001.0,51,,0,10004.0,191,,0,,0,10003.0,0.0,4.998625379052661e-05,0.9999684,
161,1,8000,COCONUT,10003.0,208,,0,,0,10005.0,131,10006.0,77,,0,10004.0,0.0,9.996501232885576e-05,0.999968,
163,1,8100,COCONUT,10003.0,112,10002.0,44,,0,10004.0,112,10005.0,44,,0,10003.5,0.0,-4.998125703904839e-05,0.9999676,
164,1,8200,COCONUT,10003.0,139,10002.0,78,,0,10004.0,139,10005.0,78,,0,10003.5,0.0,0.0,0.9999672000000001,
166,1,8300,COCONUT,10004.0,106,10003.0,46,,0,10005.0,106,10006.0,46,,0,10004.5,0.0,9.996001607686159e-05,0.9999668,
168,1,8400,COCONUT,10004.0,165,,0,,0,10006.0,117,10007.0,48,,0,10005.0,0.0,4.997626128621921e-05,0.9999664,
171,1,8500,COCONUT,10004.0,206,,0,,0,10006.0,127,10007.0,79,,0,10005.0,0.0,0.0,0.999966,
172,1,8600,COCONUT,10005.0,144,10004.0,52,,0,10006.0,144,10007.0,52,,0,10005.5,0.0,4.997376378448498e-05,0.9999656,
174,1,8700,COCONUT,10005.0,124,10004.0,43,,0,10006.0,124,10007.0,43,,0,10005.5,0.0,0.0,0.9999652,
176,1,8800,COCONUT,10004.0,224,,0,,0,10006.0,149,10007.0,75,,0,10005.0,0.0,-4.997376378446938e-05,0.9999648,
179,1,8900,COCONUT,10004.0,191,,0,,0,10005.0,6,10006.0,121,10007.0,70,10004.5,0.0,-4.997626128625083e-05,0.9999644,
180,1,9000,COCONUT,10002.0,111,10001.0,47,,0,10003.0,111,10004.0,47,,0,10002.5,0.0,-0.0001999300251574219,0.9999640000000001,
182,1,9100,COCONUT,10002.0,139,10001.0,54,,0,10003.0,139,10004.0,54,,0,10002.5,0.0,0.0,0.9999636000000001,
184,1,9200,COCONUT,10003.0,139,10002.0,66,,0,10004.0,139,10005.0,66,,0,10003.5,0.0,9.99700090805974e-05,0.9999632,
187,1,9300,COCONUT,10003.0,197,,0,,0,10005.0,133,10006.0,64,,0,10004.0,0.0,4.9981257039032035e-05,0.9999628,
188,1,9400,COCONUT,10003.0,107,10002.0,72,,0,10004.0,101,10005.0,72,,0,10003.5,0.0,-4.998125703904839e-05,0.9999624,
190,1,9500,COCONUT,10005.0,148,10004.0,42,,0,10006.0,148,10007.0,42,,0,10005.5,0.0,0.0001999100411476019,0.999962,
192,1,9600,COCONUT,10006.0,127,10005.0,61,,0,10007.0,127,10008.0,61,,0,10006.5,0.0,9.994003606169738e-05,0.9999616,
195,1,9700,COCONUT,10005.0,120,10004.0,43,,0,10007.0,163,,0,,0,10006.0,0.0,-4.996876952947495e-05,0.9999612,
196,1,9800,COCONUT,10005.0,137,10004.0,77,,0,10007.0,214,,0,,0,10006.0,0.0,0.0,0.9999608,
198,1,9900,COCONUT,10005.0,102,10004.0,58,,0,10006.0,102,10007.0,58,,0,10005.5,0.0,-4.9971266532173746e-05,0.9999604000000001,
200,1,10000,COCONUT,10004.0,106,10003.0,53,,0,10005.0,106,10006.0,53,,0,10004.5,0.0,-9.99500250707046e-05,0.9999600000000001,
203,1,10100,COCONUT,10005.0,118,10004.0,72,,0,10006.0,118,10007.0,72,,0,10005.5,0.0,9.995002507078357e-05,0.9999596000000001,
204,1,10200,COCONUT,10006.0,124,10005.0,77,,0,10007.0,124,10008.0,77,,0,10006.5,0.0,9.994003606169738e-05,0.9999592,
206,1,10300,COCONUT,10005.0,101,10004.0,62,,0,10007.0,163,,0,,0,10006.0,0.0,-4.996876952947495e-05,0.9999588,
208,1,10400,COCONUT,10005.0,101,10004.0,63,,0,10007.0,164,,0,,0,10006.0,0.0,0.0,0.9999584,
211,1,10500,COCONUT,10006.0,133,10005.0,45,,0,10007.0,133,10008.0,45,,0,10006.5,0.0,4.9968769529472784e-05,0.999958,
212,1,10600,COCONUT,10005.0,142,10004.0,59,,0,10007.0,193,,0,,0,10006.0,0.0,-4.996876952947495e-05,0.9999576,
214,1,10700,COCONUT,10006.0,149,10005.0,44,,0,10008.0,193,,0,,0,10007.0,0.0,9.993504230577645e-05,0.9999572,
216,1,10800,COCONUT,10007.0,106,10006.0,46,,0,10008.0,106,10009.0,46,,0,10007.5,0.0,4.9963776272698305e-05,0.9999568000000001,
219,1,10900,COCONUT,10007.0,140,10006.0,65,,0,10008.0,150,10009.0,65,,0,10007.5,0.0,0.0,0.9999564000000001,
220,1,11000,COCONUT,10005.0,162,,0,,0,10007.0,107,10008.0,55,,0,10006.0,0.0,-0.00014989881857834498,0.9999560000000001,
222,1,11100,COCONUT,10007.0,130,10006.0,74,,0,10008.0,130,10009.0,74,,0,10007.5,0.0,0.0001498988185784054,0.9999556000000001,
224,1,11200,COCONUT,10004.0,204,,0,,0,10006.0,148,10007.0,56,,0,10005.0,0.0,-0.0002498438488948854,0.9999552,
227,1,11300,COCONUT,10004.0,181,,0,,0,10006.0,119,10007.0,62,,0,10005.0,0.0,0.0,0.9999548,
228,1,11400,COCONUT,10005.0,209,,0,,0,10007.0,145,10008.0,64,,0,10006.0,0.0,9.994503031647773e-05,0.9999543999999999,
230,1,11500,COCONUT,10005.0,209,,0,,0,10007.0,144,10008.0,65,,0,10006.0,0.0,0.0,0.9999539999999999,
232,1,11600,COCONUT,10005.0,117,10004.0,62,,0,10006.0,117,10007.0,62,,0,10005.5,0.0,-4.9971266532173746e-05,0.9999536,
235,1,11700,COCONUT,10004.0,145,10003.0,45,,0,10006.0,190,,0,,0,10005.0,0.0,-4.997376378446938e-05,0.9999532,
236,1,11800,COCONUT,10003.0,130,10002.0,61,,0,10004.0,130,10005.0,61,,0,10003.5,0.0,-0.0001499362773631079,0.9999528,
238,1,11900,COCONUT,10004.0,102,10003.0,75,,0,10006.0,177,,0,,0,10005.0,0.0,0.00014993627736317017,0.9999524,
241,1,12000,COCONUT,10005.0,134,10004.0,73,,0,10006.0,134,10007.0,73,,0,10005.5,0.0,4.997376378448498e-05,0.999952,
243,1,12100,COCONUT,10004.0,101,10003.0,66,,0,10005.0,101,10006.0,66,,0,10004.5,0.0,-9.99500250707046e-05,0.9999515999999999,
245,1,12200,COCONUT,10005.0,159,,0,,0,10007.0,113,10008.0,46,,0,10006.0,0.0,0.00014992129160285573,0.9999511999999999,
246,1,12300,COCONUT,10005.0,131,10004.0,63,,0,10006.0,131,10007.0,63,,0,10005.5,0.0,-4.9971266532173746e-05,0.9999507999999999,
249,1,12400,COCONUT,10005.0,194,,0,,0,10007.0,119,10008.0,75,,0,10006.0,0.0,4.9971266532088155e-05,0.9999503999999999,
251,1,12500,COCONUT,10003.0,173,,0,,0,10005.0,104,10006.0,69,,0,10004.0,0.0,-0.00019990005064066926,0.99995,
253,1,12600,COCONUT,10003.0,226,,0,,0,10005.0,149,10006.0,77,,0,10004.0,0.0,0.0,0.9999496,
254,1,12700,COCONUT,10004.0,143,10003.0,76,,0,10006.0,219,,0,,0,10005.0,0.0,9.995502032417085e-05,0.9999492,
257,1,12800,COCONUT,10004.0,119,10003.0,65,,0,10006.0,184,,0,,0,10005.0,0.0,0.0,0.9999488,
259,1,12900,COCONUT,10003.0,173,,0,,0,10005.0,104,10006.0,69,,0,10004.0,0.0,-9.995502032413365e-05,0.9999484,
261,1,13000,COCONUT,10004.0,157,,0,,0,10006.0,117,10007.0,40,,0,10005.0,0.0,9.995502032417085e-05,0.999948,
262,1,13100,COCONUT,10004.0,5,10003.0,185,,0,10005.0,136,10006.0,49,,0,10004.5,0.0,-4.997626128625083e-05,0.9999475999999999,
265,1,13200,COCONUT,10005.0,103,10004.0,42,,0,10006.0,103,10007.0,42,,0,10005.5,0.0,9.995002507078357e-05,0.9999471999999999,
267,1,13300,COCONUT,10004.0,166,,0,,0,10006.0,116,10007.0,50,,0,10005.0,0.0,-4.997376378446938e-05,0.9999468,
269,1,13400,COCONUT,10004.0,171,,0,,0,10006.0,118,10007.0,53,,0,10005.0,0.0,0.0,0.9999464,
270,1,13500,COCONUT,10005.0,129,10004.0,63,,0,10006.0,129,10007.0,63,,0,10005.5,0.0,4.997376378448498e-05,0.999946,
273,1,13600,COCONUT,10005.0,121,10004.0,40,,0,10007.0,161,,0,,0,10006.0,0.0,4.9971266532088155e-05,0.9999456,
275,1,13700,COCONUT,10007.0,101,10006.0,52,,0,10009.0,153,,0,,0,10008.0,0.0,0.00019986009859681672,0.9999452,
277,1,13800,COCONUT,10007.0,198,,0,,0,10009.0,130,10010.0,68,,0,10008.0,0.0,0.0,0.9999448,
278,1,13900,COCONUT,10006.0,120,10005.0,53,,0,10007.0,120,10008.0,53,,0,10006.5,0.0,-0.00014989132906732344,0.9999444,
281,1,14000,COCONUT,10006.0,138,10005.0,73,,0,10008.0,211,,0,,0,10007.0,0.0,4.996627277619481e-05,0.9999439999999999,
283,1,14100,COCONUT,10005.0,121,10004.0,48,,0,10007.0,169,,0,,0,10006.0,0.0,-9.993504230569307e-05,0.9999435999999999,
285,1,14200,COCONUT,10005.0,103,10004.0,40,,0,10006.0,103,10007.0,40,,0,10005.5,0.0,-4.9971266532173746e-05,0.9999432,
286,1,14300,COCONUT,10004.0,189,,0,,0,10006.0,140,10007.0,49,,0,10005.0,0.0,-4.997376378446938e-05,0.9999428,
289,1,14400,COCONUT,10004.0,193,,0,,0,10005.0,9,10006.0,129,10007.0,64,10004.5,0.0,-4.997626128625083e-05,0.9999424,
291,1,14500,COCONUT,10006.0,130,10005.0,62,,0,10007.0,130,10008.0,62,,0,10006.5,0.0,0.0001998900611322269,0.999942,
293,1,14600,COCONUT,10006.0,114,10005.0,53,,0,10007.0,114,10008.0,53,,0,10006.5,0.0,0.0,0.9999416,
294,1,14700,COCONUT,10005.0,111,10004.0,49,,0,10007.0,160,,0,,0,10006.0,0.0,-4.996876952947495e-05,0.9999412,
297,1,14800,COCONUT,10004.0,177,,0,,0,10006.0,107,10007.0,70,,0,10005.0,0.0,-9.99450303166177e-05,0.9999408,
299,1,14900,COCONUT,10004.0,121,10003.0,47,,0,10005.0,131,10006.0,47,,0,10004.5,0.0,-4.997626128625083e-05,0.9999404,
301,1,15000,COCONUT,10003.0,118,10002.0,61,,0,10005.0,179,,0,,0,10004.0,0.0,-4.997875903785119e-05,0.99994,
302,1,15100,COCONUT,10003.0,178,,0,,0,10005.0,106,10006.0,72,,0,10004.0,0.0,0.0,0.9999396,
305,1,15200,COCONUT,10003.0,187,,0,,0,10005.0,109,10006.0,78,,0,10004.0,0.0,0.0,0.9999392,
307,1,15300,COCONUT,10004.0,100,10003.0,75,,0,10006.0,175,,0,,0,10005.0,0.0,9.995502032417085e-05,0.9999388,
309,1,15400,COCONUT,10002.0,116,10001.0,54,,0,10003.0,116,10004.0,54,,0,10002.5,0.0,-0.0002499062864436882,0.9999384,
310,1,15500,COCONUT,10003.0,119,10002.0,65,,0,10004.0,119,10005.0,65,,0,10003.5,0.0,9.99700090805974e-05,0.999938,
313,1,15600,COCONUT,10003.0,157,,0,,0,10005.0,103,10006.0,54,,0,10004.0,0.0,4.9981257039032035e-05,0.9999376,
315,1,15700,COCONUT,10001.0,134,10000.0,56,,0,10002.0,134,10003.0,56,,0,10001.5,0.0,-0.00024993127020209676,0.9999372,
317,1,15800,COCONUT,10002.0,107,10001.0,56,,0,10004.0,163,,0,,0,10003.0,0.0,0.0001499662578730293,0.9999368,
318,1,15900,COCONUT,10002.0,133,10001.0,53,,0,10004.0,186,,0,,0,10003.0,0.0,0.0,0.9999364000000001,
321,1,16000,COCONUT,10001.0,105,10000.0,46,,0,10002.0,113,10003.0,46,,0,10001.5,0.0,-0.00014996625787305683,0.999936,
323,1,16100,COCONUT,10001.0,143,10000.0,76,,0,10002.0,134,10003.0,76,,0,10001.5,0.0,0.0,0.9999356,
325,1,16200,COCONUT,10000.0,105,9999.0,76,,0,10001.0,115,10002.0,76,,0,10000.5,0.0,-9.999000108315983e-05,0.9999352,
326,1,16300,COCONUT,9999.0,158,,0,,0,10001.0,104,10002.0,54,,0,10000.0,0.0,-4.999875004169216e-05,0.9999348,
328,1,16400,COCONUT,10000.0,122,9999.0,44,,0,10002.0,166,,0,,0,10001.0,0.0,9.999500033329732e-05,0.9999344,
331,1,16500,COCONUT,10001.0,137,10000.0,44,,0,10003.0,181,,0,,0,10002.0,0.0,9.9985002332975e-05,0.999934,
333,1,16600,COCONUT,10002.0,113,10001.0,68,,0,10004.0,181,,0,,0,10003.0,0.0,9.997500633164248e-05,0.9999336,
335,1,16700,COCONUT,10002.0,108,10001.0,60,,0,10003.0,108,10004.0,60,,0,10002.5,0.0,-4.998625379056644e-05,0.9999332000000001,
336,1,16800,COCONUT,10000.0,126,9999.0,41,,0,10001.0,126,10002.0,41,,0,10000.5,0.0,-0.00019997000516565726,0.9999328000000001,
338,1,16900,COCONUT,9999.0,115,9998.0,61,,0,10001.0,176,,0,,0,10000.0,0.0,-4.999875004169216e-05,0.9999324,
340,1,17000,COCONUT,10000.0,9,9999.0,209,,0,10001.0,140,10002.0,69,,0,10000.5,0.0,4.999875004177061e-05,0.999932,
343,1,17100,COCONUT,10000.0,92,9999.0,54,,0,10002.0,156,,0,,0,10001.0,0.0,4.999625029155926e-05,0.9999316,
344,1,17200,COCONUT,10000.0,109,9999.0,71,,0,10002.0,180,,0,,0,10001.0,0.0,0.0,0.9999312,
346,1,17300,COCONUT,9999.0,119,9998.0,62,,0,10001.0,181,,0,,0,10000.0,0.0,-9.999500033332494e-05,0.9999308,
348,1,17400,COCONUT,9999.0,128,9998.0,48,,0,10000.0,128,10001.0,48,,0,9999.5,0.0,-5.000125004166272e-05,0.9999304,
351,1,17500,COCONUT,9998.0,116,9997.0,69,,0,9999.0,116,10000.0,69,,0,9998.5,0.0,-0.00010001000108342667,0.99993,
352,1,17600,COCONUT,9997.0,180,,0,,0,9999.0,126,10000.0,54,,0,9998.0,0.0,-5.000875154193133e-05,0.9999296000000001,
354,1,17700,COCONUT,9996.0,116,9995.0,60,,0,9997.0,116,9998.0,60,,0,9996.5,0.0,-0.00015004126162837506,0.9999292000000001,
356,1,17800,COCONUT,9995.0,158,,0,,0,9997.0,105,9998.0,53,,0,9996.0,0.0,-5.0018757044269586e-05,0.9999288000000001,
359,1,17900,COCONUT,9996.0,121,9995.0,80,,0,9998.0,201,,0,,0,9997.0,0.0,0.00010003501233780469,0.9999284,
360,1,18000,COCONUT,9995.0,102,9994.0,58,,0,9997.0,160,,0,,0,9996.0,0.0,-0.00010003501233772528,0.999928,
362,1,18100,COCONUT,9996.0,134,9995.0,52,,0,9998.0,186,,0,,0,9997.0,0.0,0.00010003501233780469,0.9999276,
364,1,18200,COCONUT,9994.0,103,9993.0,47,,0,9995.0,103,9996.0,47,,0,9994.5,0.0,-0.0002501062964791774,0.9999272,
367,1,18300,COCONUT,9994.0,195,,0,,0,9996.0,149,9997.0,46,,0,9995.0,0.0,5.002626379898715e-05,0.9999268,
368,1,18400,COCONUT,9993.0,131,9992.0,45,,0,9995.0,176,,0,,0,9994.0,0.0,-0.00010005503035006613,0.9999264,
370,1,18500,COCONUT,9993.0,102,9992.0,56,,0,9994.0,102,9995.0,56,,0,9993.5,0.0,-5.003126955394368e-05,0.9999260000000001,
372,1,18600,COCONUT,9993.0,107,9992.0,48,,0,9994.0,107,9995.0,48,,0,9993.5,0.0,0.0,0.9999256000000001,
375,1,18700,COCONUT,9994.0,149,9993.0,58,,0,9995.0,149,9996.0,58,,0,9994.5,0.0,0.00010006003610516897,0.9999252000000001,
376,1,18800,COCONUT,9992.0,115,9991.0,64,,0,9993.0,115,9994.0,64,,0,9992.5,0.0,-0.0002001300852229675,0.9999248000000001,
378,1,18900,COCONUT,9992.0,140,9991.0,69,,0,9993.0,140,9994.0,69,,0,9992.5,0.0,0.0,0.9999244,
380,1,19000,COCONUT,9990.0,107,9989.0,62,,0,9992.0,169,,0,,0,9991.0,0.0,-0.0001501238524599765,0.9999239999999999,
383,1,19100,COCONUT,9990.0,104,9989.0,60,,0,9992.0,164,,0,,0,9991.0,0.0,0.0,0.9999235999999999,
