,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,log_returns,t_exp,vol_est
105,3,5200,COCONUT,9978.0,208,,0,,0,9980.0,145,9981.0,63,,0,9979.0,0.0,-0.00020040080227383815,0.9919792,
106,3,5300,COCONUT,9978.0,110,9977.0,80,,0,9979.0,110,9980.0,80,,0,9978.5,0.0,-5.010647627256313e-05,0.9919787999999999,
109,3,5400,COCONUT,9979.0,149,,0,,0,9981.0,103,9982.0,46,,0,9980.0,0.0,0.00015031189746966418,0.9919783999999999,
111,3,5500,COCONUT,9981.0,129,9980.0,57,,0,9982.0,129,9983.0,57,,0,9981.5,0.0,0.0001502893071987574,0.9919779999999999,
113,3,5600,COCONUT,9982.0,113,9981.0,80,,0,9983.0,113,9984.0,80,,0,9982.5,0.0,0.00010018032466806302,0.9919776,
114,3,5700,COCONUT,9981.0,128,9980.0,80,,0,9982.0,128,9983.0,80,,0,9981.5,0.0,-0.0001001803246680134,0.9919772,
117,3,5800,COCONUT,9979.0,114,9978.0,51,,0,9981.0,165,,0,,0,9980.0,0.0,-0.00015028930719873304,0.9919768,
119,3,5900,COCONUT,9978.0,202,,0,,0,9980.0,147,9981.0,55,,0,9979.0,0.0,-0.00010020542119713582,0.9919764,
121,3,6000,COCONUT,9979.0,104,9978.0,80,,0,9980.0,104,9981.0,80,,0,9979.5,0.0,5.010396573939212e-05,0.991976,
122,3,6100,COCONUT,9980.0,114,9979.0,67,,0,9981.0,114,9982.0,67,,0,9980.5,0.0,0.00010020040088537605,0.9919756,
125,3,6200,COCONUT,9982.0,171,,0,,0,9984.0,112,9985.0,59,,0,9983.0,0.0,0.00025045708548784634,0.9919752,
127,3,6300,COCONUT,9981.0,166,,0,,0,9983.0,111,9984.0,55,,0,9982.0,0.0,-0.00010017530687067577,0.9919747999999999,
129,3,6400,COCONUT,9982.0,186,,0,,0,9984.0,142,9985.0,44,,0,9983.0,0.0,0.00010017530687054037,0.9919743999999999,
130,3,6500,COCONUT,9982.0,127,9981.0,70,,0,9983.0,127,9984.0,70,,0,9982.5,0.0,-5.008639904876957e-05,0.991974,
133,3,6600,COCONUT,9979.0,157,,0,,0,9981.0,157,,0,,0,9980.0,0.0,-0.00025046963186678303,0.9919736,
135,3,6700,COCONUT,9979.0,132,9978.0,55,,0,9981.0,187,,0,,0,9980.0,0.0,0.0,0.9919732,
137,3,6800,COCONUT,9980.0,107,9979.0,66,,0,9981.0,107,9982.0,66,,0,9980.5,0.0,5.0098945427624914e-05,0.9919728,
138,3,6900,COCONUT,9979.0,105,9978.0,60,,0,9980.0,105,9981.0,60,,0,9979.5,0.0,-0.00010020040088543133,0.9919724,
141,3,7000,COCONUT,9980.0,120,9979.0,56,,0,9981.0,112,9982.0,56,,0,9980.5,0.0,0.00010020040088537605,0.991972,
143,3,7100,COCONUT,9981.0,108,9980.0,48,,0,9982.0,108,9983.0,48,,0,9981.5,0.0,0.00010019036177100863,0.9919716,
145,3,7200,COCONUT,9980.0,141,9979.0,47,,0,9981.0,141,9982.0,47,,0,9980.5,0.0,-0.00010019036177104224,0.9919711999999999,
146,3,7300,COCONUT,9980.0,133,9979.0,69,,0,9981.0,133,9982.0,69,,0,9980.5,0.0,0.0,0.9919708,
148,3,7400,COCONUT,9979.0,118,9978.0,73,,0,9980.0,118,9981.0,73,,0,9979.5,0.0,-0.00010020040088543133,0.9919704,
150,3,7500,COCONUT,9978.0,138,9977.0,46,,0,9979.0,138,9980.0,46,,0,9978.5,0.0,-0.00010021044201195798,0.99197,
153,3,7600,COCONUT,9978.0,147,9977.0,75,,0,9980.0,222,,0,,0,9979.0,0.0,5.010647627261217e-05,0.9919696,
154,3,7700,COCONUT,9978.0,169,,0,,0,9980.0,106,9981.0,63,,0,9979.0,0.0,0.0,0.9919692,
156,3,7800,COCONUT,9978.0,144,9977.0,43,,0,9980.0,181,,0,,0,9979.0,0.0,0.0,0.9919688,
158,3,7900,COCONUT,9978.0,146,9977.0,69,,0,9979.0,146,9980.0,69,,0,9978.5,0.0,-5.010647627256313e-05,0.9919684,
160,3,8000,COCONUT,9979.0,119,9978.0,74,,0,9980.0,119,9981.0,74,,0,9979.5,0.0,0.0001002104420118313,0.991968,
163,3,8100,COCONUT,9977.0,132,9976.0,64,,0,9979.0,196,,0,,0,9978.0,0.0,-0.0001503194290692385,0.9919676,
164,3,8200,COCONUT,9976.0,203,,0,,0,9978.0,136,9979.0,67,,0,9977.0,0.0,-0.00010022550747557466,0.9919672,
166,3,8300,COCONUT,9976.0,106,9975.0,57,,0,9977.0,106,9978.0,57,,0,9976.5,0.0,-5.011652092164028e-05,0.9919668,
168,3,8400,COCONUT,9974.0,143,9973.0,67,,0,9975.0,143,9976.0,67,,0,9974.5,0.0,-0.00020049120411999124,0.9919664,
171,3,8500,COCONUT,9973.0,148,9972.0,68,,0,9974.0,148,9975.0,68,,0,9973.5,0.0,-0.00010026067784619833,0.991966,
172,3,8600,COCONUT,9973.0,209,,0,,0,9975.0,132,9976.0,77,,0,9974.0,0.0,5.013159544847511e-05,0.9919656,
174,3,8700,COCONUT,9974.0,141,9973.0,66,,0,9976.0,207,,0,,0,9975.0,0.0,0.00010025565199642287,0.9919652,
176,3,8800,COCONUT,9973.0,103,9972.0,53,,0,9975.0,156,,0,,0,9974.0,0.0,-0.0001002556519963129,0.9919648,
179,3,8900,COCONUT,9976.0,134,9975.0,45,,0,9977.0,134,9978.0,45,,0,9976.5,0.0,0.00025062028651764247,0.9919644,
180,3,9000,COCONUT,9977.0,122,9976.0,67,,0,9978.0,122,9979.0,67,,0,9977.5,0.0,0.00010023053030344724,0.9919640000000001,
182,3,9100,COCONUT,9975.0,134,9974.0,69,,0,9976.0,134,9977.0,69,,0,9975.5,0.0,-0.00020047110777309158,0.9919636000000001,
184,3,9200,COCONUT,9975.0,224,,0,,0,9977.0,148,9978.0,76,,0,9976.0,0.0,5.012154475641886e-05,0.9919632,
187,3,9300,COCONUT,9974.0,179,,0,,0,9976.0,109,9977.0,70,,0,9975.0,0.0,-0.00010024560180822698,0.9919628,
188,3,9400,COCONUT,9973.0,147,9972.0,70,,0,9974.0,147,9975.0,70,,0,9973.5,0.0,-0.000150387247444929,0.9919624,
190,3,9500,COCONUT,9973.0,106,9972.0,64,,0,9975.0,170,,0,,0,9974.0,0.0,5.013159544847511e-05,0.991962,
192,3,9600,COCONUT,9974.0,149,9973.0,43,,0,9975.0,149,9976.0,43,,0,9974.5,0.0,5.0129082397680564e-05,0.9919616,
195,3,9700,COCONUT,9974.0,106,9973.0,51,,0,9976.0,157,,0,,0,9975.0,0.0,5.012656959866566e-05,0.9919612,
196,3,9800,COCONUT,9973.0,147,,0,,0,9975.0,105,9976.0,42,,0,9974.0,0.0,-0.0001002556519963129,0.9919608,
198,3,9900,COCONUT,9975.0,158,,0,,0,9977.0,103,9978.0,55,,0,9976.0,0.0,0.00020050125380444627,0.9919604000000001,
200,3,10000,COCONUT,9975.0,180,,0,,0,9977.0,109,9978.0,71,,0,9976.0,0.0,0.0,0.9919600000000001,
203,3,10100,COCONUT,9976.0,120,9975.0,63,,0,9977.0,115,9978.0,63,,0,9976.5,0.0,5.011903271318696e-05,0.9919596,
204,3,10200,COCONUT,9975.0,103,9974.0,67,,0,9976.0,103,9977.0,67,,0,9975.5,0.0,-0.00010024057746969336,0.9919592,
206,3,10300,COCONUT,9975.0,128,9974.0,61,,0,9977.0,189,,0,,0,9976.0,0.0,5.012154475641886e-05,0.9919588,
208,3,10400,COCONUT,9976.0,142,9975.0,64,,0,9977.0,142,9978.0,64,,0,9976.5,0.0,5.011903271318696e-05,0.9919584,
211,3,10500,COCONUT,9975.0,123,9974.0,54,,0,9977.0,177,,0,,0,9976.0,0.0,-5.0119032713175775e-05,0.991958,
212,3,10600,COCONUT,9977.0,146,9976.0,63,,0,9978.0,146,9979.0,63,,0,9977.5,0.0,0.00015034956301665658,0.9919576,
214,3,10700,COCONUT,9977.0,150,9976.0,80,,0,9978.0,150,9979.0,80,,0,9977.5,0.0,0.0,0.9919572,
216,3,10800,COCONUT,9976.0,105,9975.0,58,,0,9977.0,105,9978.0,58,,0,9976.5,0.0,-0.00010023053030342272,0.9919568000000001,
219,3,10900,COCONUT,9975.0,106,9974.0,49,,0,9977.0,155,,0,,0,9976.0,0.0,-5.0119032713175775e-05,0.9919564000000001,
220,3,11000,COCONUT,9973.0,166,,0,,0,9975.0,119,9976.0,47,,0,9974.0,0.0,-0.00020050125380452038,0.9919560000000001,
222,3,11100,COCONUT,9973.0,113,9972.0,42,,0,9975.0,155,,0,,0,9974.0,0.0,0.0,0.9919556,
224,3,11200,COCONUT,9974.0,8,9973.0,168,,0,9975.0,116,9976.0,52,,0,9974.5,0.0,5.0129082397680564e-05,0.9919552,
227,3,11300,COCONUT,9971.0,115,9970.0,48,,0,9972.0,115,9973.0,48,,0,9971.5,0.0,-0.00030081219518918905,0.9919548,
228,3,11400,COCONUT,9970.0,149,9969.0,79,,0,9971.0,149,9972.0,79,,0,9970.5,0.0,-0.0001002908435300817,0.9919544,
230,3,11500,COCONUT,9971.0,112,9970.0,71,,0,9972.0,112,9973.0,71,,0,9971.5,0.0,0.00010029084353011862,0.991954,
232,3,11600,COCONUT,9971.0,135,9970.0,40,,0,9972.0,135,9973.0,40,,0,9971.5,0.0,0.0,0.9919536000000001,
235,3,11700,COCONUT,9973.0,128,9972.0,64,,0,9974.0,128,9975.0,64,,0,9973.5,0.0,0.00020055151734309337,0.9919532000000001,
236,3,11800,COCONUT,9973.0,131,9972.0,77,,0,9974.0,136,9975.0,77,,0,9973.5,0.0,0.0,0.9919528000000001,
238,3,11900,COCONUT,9972.0,115,9971.0,55,,0,9974.0,170,,0,,0,9973.0,0.0,-5.013410875133373e-05,0.9919524,
240,3,12000,COCONUT,9972.0,136,9971.0,77,,0,9973.0,136,9974.0,77,,0,9972.5,0.0,-5.0136622306258014e-05,0.991952,
243,3,12100,COCONUT,9971.0,145,9970.0,42,,0,9973.0,187,,0,,0,9972.0,0.0,-5.013913611322187e-05,0.9919515999999999,
244,3,12200,COCONUT,9973.0,139,9972.0,72,,0,9974.0,139,9975.0,72,,0,9973.5,0.0,0.00015040986717075776,0.9919511999999999,
246,3,12300,COCONUT,9972.0,199,,0,,0,9974.0,124,9975.0,75,,0,9973.0,0.0,-5.013410875133373e-05,0.9919507999999999,
249,3,12400,COCONUT,9974.0,193,,0,,0,9976.0,135,9977.0,58,,0,9975.0,0.0,0.00020052135619625633,0.9919503999999999,
251,3,12500,COCONUT,9975.0,176,,0,,0,9976.0,8,9977.0,131,9978.0,45,9975.5,0.0,5.0124057051652434e-05,0.99195,
253,3,12600,COCONUT,9976.0,143,9975.0,70,,0,9978.0,213,,0,,0,9977.0,0.0,0.0001503570983912429,0.9919496,
254,3,12700,COCONUT,9976.0,146,9975.0,57,,0,9977.0,146,9978.0,57,,0,9976.5,0.0,-5.011652092164028e-05,0.9919492,
257,3,12800,COCONUT,9975.0,149,9974.0,60,,0,9976.0,149,9977.0,60,,0,9975.5,0.0,-0.00010024057746969336,0.9919488,
259,3,12900,COCONUT,9976.0,98,9975.0,54,,0,9977.0,108,9978.0,54,,0,9976.5,0.0,0.00010024057746971793,0.9919484,
261,3,13000,COCONUT,9974.0,115,9973.0,75,,0,9976.0,184,,0,,0,9975.0,0.0,-0.00015036463452138037,0.9919479999999999,
262,3,13100,COCONUT,9974.0,117,9973.0,57,,0,9976.0,174,,0,,0,9975.0,0.0,0.0,0.9919475999999999,
265,3,13200,COCONUT,9975.0,132,9974.0,49,,0,9976.0,132,9977.0,49,,0,9975.5,0.0,5.0124057051652434e-05,0.9919471999999999,
267,3,13300,COCONUT,9974.0,122,9973.0,57,,0,9975.0,110,9976.0,57,,0,9974.5,0.0,-0.00010025062665032245,0.9919468,
269,3,13400,COCONUT,9974.0,177,,0,,0,9976.0,113,9977.0,64,,0,9975.0,0.0,5.012656959866566e-05,0.9919464,
270,3,13500,COCONUT,9974.0,138,9973.0,46,,0,9976.0,184,,0,,0,9975.0,0.0,0.0,0.991946,
273,3,13600,COCONUT,9975.0,131,9974.0,61,,0,9977.0,192,,0,,0,9976.0,0.0,0.00010024560180813544,0.9919456,
275,3,13700,COCONUT,9974.0,131,9973.0,52,,0,9976.0,183,,0,,0,9975.0,0.0,-0.00010024560180822698,0.9919452,
277,3,13800,COCONUT,9974.0,102,9973.0,45,,0,9975.0,102,9976.0,45,,0,9974.5,0.0,-5.012656959868733e-05,0.9919448,
278,3,13900,COCONUT,9973.0,139,9972.0,70,,0,9974.0,139,9975.0,70,,0,9973.5,0.0,-0.00010026067784619833,0.9919444,
281,3,14000,COCONUT,9972.0,102,9971.0,45,,0,9973.0,102,9974.0,45,,0,9972.5,0.0,-0.00010027073105765415,0.9919439999999999,
283,3,14100,COCONUT,9972.0,108,9971.0,67,,0,9973.0,108,9974.0,67,,0,9972.5,0.0,0.0,0.9919435999999999,
285,3,14200,COCONUT,9974.0,118,9973.0,69,,0,9976.0,187,,0,,0,9975.0,0.0,0.00025065797850245863,0.9919432,
286,3,14300,COCONUT,9974.0,113,9973.0,78,,0,9975.0,113,9976.0,78,,0,9974.5,0.0,-5.012656959868733e-05,0.9919428,
289,3,14400,COCONUT,9973.0,130,9972.0,50,,0,9974.0,130,9975.0,50,,0,9973.5,0.0,-0.00010026067784619833,0.9919424,
291,3,14500,COCONUT,9973.0,122,9972.0,73,,0,9975.0,195,,0,,0,9974.0,0.0,5.013159544847511e-05,0.991942,
293,3,14600,COCONUT,9976.0,129,9975.0,58,,0,9977.0,135,9978.0,58,,0,9976.5,0.0,0.00025062028651764247,0.9919416,
294,3,14700,COCONUT,9978.0,146,9977.0,47,,0,9979.0,146,9980.0,47,,0,9978.5,0.0,0.0002004510154545121,0.9919412,
297,3,14800,COCONUT,9976.0,108,9975.0,69,,0,9978.0,177,,0,,0,9977.0,0.0,-0.0001503344945328351,0.9919408,
299,3,14900,COCONUT,9977.0,141,9976.0,57,,0,9978.0,141,9979.0,57,,0,9977.5,0.0,5.011400938184011e-05,0.9919403999999999,
301,3,15000,COCONUT,9975.0,134,9974.0,67,,0,9976.0,134,9977.0,67,,0,9975.5,0.0,-0.00020047110777309158,0.99194,
302,3,15100,COCONUT,9974.0,117,9973.0,64,,0,9976.0,181,,0,,0,9975.0,0.0,-5.012405705169929e-05,0.9919396,
305,3,15200,COCONUT,9975.0,121,9974.0,62,,0,9977.0,183,,0,,0,9976.0,0.0,0.00010024560180813544,0.9919392,
307,3,15300,COCONUT,9974.0,133,9973.0,42,,0,9976.0,175,,0,,0,9975.0,0.0,-0.00010024560180822698,0.9919388,
309,3,15400,COCONUT,9974.0,110,9973.0,43,,0,9975.0,110,9976.0,43,,0,9974.5,0.0,-5.012656959868733e-05,0.9919384,
310,3,15500,COCONUT,9974.0,148,9973.0,65,,0,9975.0,148,9976.0,65,,0,9974.5,0.0,0.0,0.991938,
313,3,15600,COCONUT,9974.0,205,,0,,0,9976.0,142,9977.0,63,,0,9975.0,0.0,5.012656959866566e-05,0.9919376,
315,3,15700,COCONUT,9974.0,180,,0,,0,9976.0,136,9977.0,44,,0,9975.0,0.0,0.0,0.9919372,
317,3,15800,COCONUT,9976.0,147,9975.0,42,,0,9977.0,147,9978.0,42,,0,9976.5,0.0,0.00015036463452127667,0.9919368,
318,3,15900,COCONUT,9976.0,116,9975.0,58,,0,9978.0,174,,0,,0,9977.0,0.0,5.011652092151269e-05,0.9919364,
321,3,16000,COCONUT,9975.0,139,9974.0,40,,0,9976.0,139,9977.0,40,,0,9975.5,0.0,-0.00015035709839125578,0.991936,
323,3,16100,COCONUT,9975.0,179,,0,,0,9977.0,138,9978.0,41,,0,9976.0,0.0,5.012154475641886e-05,0.9919356,
325,3,16200,COCONUT,9975.0,190,,0,,0,9977.0,122,9978.0,68,,0,9976.0,0.0,0.0,0.9919352,
326,3,16300,COCONUT,9976.0,122,9975.0,77,,0,9977.0,122,9978.0,77,,0,9976.5,0.0,5.011903271318696e-05,0.9919348,
328,3,16400,COCONUT,9977.0,132,9976.0,50,,0,9978.0,132,9979.0,50,,0,9977.5,0.0,0.00010023053030344724,0.9919344,
330,3,16500,COCONUT,9976.0,131,9975.0,53,,0,9977.0,131,9978.0,53,,0,9976.5,0.0,-0.00010023053030342272,0.991934,
333,3,16600,COCONUT,9977.0,101,9976.0,69,,0,9978.0,101,9979.0,69,,0,9977.5,0.0,0.00010023053030344724,0.9919336,
334,3,16700,COCONUT,9977.0,127,9976.0,46,,0,9978.0,127,9979.0,46,,0,9977.5,0.0,0.0,0.9919332000000001,
336,3,16800,COCONUT,9978.0,148,9977.0,42,,0,9979.0,148,9980.0,42,,0,9978.5,0.0,0.00010022048515104037,0.9919328000000001,
338,3,16900,COCONUT,9979.0,184,,0,,0,9981.0,111,9982.0,73,,0,9980.0,0.0,0.00015031189746966418,0.9919324,
340,3,17000,COCONUT,9979.0,177,,0,,0,9981.0,102,9982.0,75,,0,9980.0,0.0,0.0,0.991932,
343,3,17100,COCONUT,9978.0,212,,0,,0,9980.0,148,9981.0,64,,0,9979.0,0.0,-0.00010020542119713582,0.9919316,
344,3,17200,COCONUT,9978.0,103,9977.0,70,,0,9980.0,173,,0,,0,9979.0,0.0,0.0,0.9919312,
346,3,17300,COCONUT,9980.0,142,9979.0,66,,0,9981.0,142,9982.0,66,,0,9980.5,0.0,0.00015030436662487646,0.9919308,
348,3,17400,COCONUT,9977.0,121,9976.0,72,,0,9979.0,193,,0,,0,9978.0,0.0,-0.00025051982995464173,0.9919304,
351,3,17500,COCONUT,9977.0,113,9976.0,59,,0,9978.0,113,9979.0,59,,0,9977.5,0.0,-5.0111498093688746e-05,0.99193,
352,3,17600,COCONUT,9976.0,180,,0,,0,9978.0,115,9979.0,65,,0,9977.0,0.0,-5.0114009381811275e-05,0.9919296000000001,
354,3,17700,COCONUT,9974.0,197,,0,,0,9976.0,131,9977.0,66,,0,9975.0,0.0,-0.00020048115544295936,0.9919292000000001,
356,3,17800,COCONUT,9973.0,114,9972.0,44,,0,9975.0,158,,0,,0,9974.0,0.0,-0.0001002556519963129,0.9919288,
359,3,17900,COCONUT,9974.0,141,9973.0,80,,0,9976.0,221,,0,,0,9975.0,0.0,0.00010025565199642287,0.9919284,
360,3,18000,COCONUT,9975.0,106,9974.0,76,,0,9976.0,106,9977.0,76,,0,9975.5,0.0,5.0124057051652434e-05,0.991928,
362,3,18100,COCONUT,9974.0,145,9973.0,61,,0,9975.0,145,9976.0,61,,0,9974.5,0.0,-0.00010025062665032245,0.9919276,
364,3,18200,COCONUT,9974.0,191,,0,,0,9976.0,139,9977.0,52,,0,9975.0,0.0,5.012656959866566e-05,0.9919272,
367,3,18300,COCONUT,9974.0,175,,0,,0,9976.0,128,9977.0,47,,0,9975.0,0.0,0.0,0.9919268,
368,3,18400,COCONUT,9975.0,198,,0,,0,9977.0,134,9978.0,64,,0,9976.0,0.0,0.00010024560180813544,0.9919264,
370,3,18500,COCONUT,9976.0,116,9975.0,70,,0,9978.0,186,,0,,0,9977.0,0.0,0.00010023555363482186,0.9919260000000001,
372,3,18600,COCONUT,9977.0,139,9976.0,45,,0,9979.0,184,,0,,0,9978.0,0.0,0.00010022550747559408,0.9919256000000001,
375,3,18700,COCONUT,9976.0,146,9975.0,74,,0,9978.0,220,,0,,0,9977.0,0.0,-0.00010022550747557466,0.9919252000000001,
376,3,18800,COCONUT,9975.0,138,9974.0,61,,0,9976.0,138,9977.0,61,,0,9975.5,0.0,-0.00015035709839125578,0.9919248,
378,3,18900,COCONUT,9974.0,131,9973.0,64,,0,9976.0,195,,0,,0,9975.0,0.0,-5.012405705169929e-05,0.9919244,
380,3,19000,COCONUT,9974.0,189,,0,,0,9976.0,134,9977.0,55,,0,9975.0,0.0,0.0,0.991924,
383,3,19100,COCONUT,9976.0,133,9975.0,69,,0,9977.0,133,9978.0,69,,0,9976.5,0.0,0.00015036463452127667,0.9919236,
