,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,log_returns,t_exp,vol_est
38,2,1900,COCONUT,10128.0,154,10127.0,72,,0,10129.0,146,10130.0,72,,0,10128.5,0.0,-0.00014808598886800146,0.9959924,
40,2,2000,COCONUT,10128.0,135,10127.0,42,,0,10129.0,135,10130.0,42,,0,10128.5,0.0,0.0,0.995992,
43,2,2100,COCONUT,10127.0,102,10126.0,51,,0,10129.0,153,,0,,0,10128.0,0.0,-4.936686990367725e-05,0.9959916,
44,2,2200,COCONUT,10128.0,107,10127.0,46,,0,10129.0,107,10130.0,46,,0,10128.5,0.0,4.936686990369752e-05,0.9959912000000001,
46,2,2300,COCONUT,10128.0,121,10127.0,43,,0,10129.0,121,10130.0,43,,0,10128.5,0.0,0.0,0.9959908000000001,
48,2,2400,COCONUT,10128.0,133,10127.0,45,,0,10130.0,178,,0,,0,10129.0,0.0,4.936443293613813e-05,0.9959904,
51,2,2500,COCONUT,10127.0,199,,0,,0,10129.0,124,10130.0,75,,0,10128.0,0.0,-9.873130283973555e-05,0.99599,
52,2,2600,COCONUT,10128.0,130,10127.0,41,,0,10129.0,130,10130.0,41,,0,10128.5,0.0,4.936686990369752e-05,0.9959896,
54,2,2700,COCONUT,10127.0,179,,0,,0,10129.0,108,10130.0,71,,0,10128.0,0.0,-4.936686990367725e-05,0.9959892,
56,2,2800,COCONUT,10126.0,147,10125.0,68,,0,10127.0,147,10128.0,68,,0,10126.5,0.0,-0.00014811523392251142,0.9959888,
59,2,2900,COCONUT,10125.0,129,10124.0,61,,0,10127.0,190,,0,,0,10126.0,0.0,-4.937662018035798e-05,0.9959884,
60,2,3000,COCONUT,10126.0,147,10125.0,68,,0,10128.0,215,,0,,0,10127.0,0.0,9.875080243053043e-05,0.9959880000000001,
62,2,3100,COCONUT,10125.0,127,10124.0,60,,0,10127.0,187,,0,,0,10126.0,0.0,-9.875080243053276e-05,0.9959876000000001,
64,2,3200,COCONUT,10125.0,146,10124.0,60,,0,10126.0,146,10127.0,60,,0,10125.5,0.0,-4.9379058351396885e-05,0.9959872000000001,
67,2,3300,COCONUT,10124.0,137,10123.0,80,,0,10125.0,137,10126.0,80,,0,10124.5,0.0,-9.876543217905835e-05,0.9959868000000001,
68,2,3400,COCONUT,10124.0,130,10123.0,70,,0,10126.0,200,,0,,0,10125.0,0.0,4.9383935415834016e-05,0.9959864,
70,2,3500,COCONUT,10122.0,103,10121.0,40,,0,10123.0,103,10124.0,40,,0,10122.5,0.0,-0.0002469440684236542,0.995986,
73,2,3600,COCONUT,10122.0,150,10121.0,77,,0,10124.0,227,,0,,0,10123.0,0.0,4.939369243563e-05,0.9959856,
75,2,3700,COCONUT,10120.0,207,,0,,0,10122.0,139,10123.0,68,,0,10121.0,0.0,-0.00019758940985049796,0.9959852,
77,2,3800,COCONUT,10119.0,106,10118.0,55,,0,10121.0,161,,0,,0,10120.0,0.0,-9.880934744467926e-05,0.9959848,
78,2,3900,COCONUT,10120.0,147,10119.0,50,,0,10121.0,147,10122.0,50,,0,10120.5,0.0,4.940589413313509e-05,0.9959844000000001,
81,2,4000,COCONUT,10122.0,123,10121.0,42,,0,10123.0,123,10124.0,42,,0,10122.5,0.0,0.00019759917072647272,0.9959840000000001,
83,2,4100,COCONUT,10121.0,103,10120.0,78,,0,10122.0,103,10123.0,78,,0,10121.5,0.0,-9.879470468418832e-05,0.9959836,
85,2,4200,COCONUT,10119.0,180,,0,,0,10121.0,136,10122.0,44,,0,10120.0,0.0,-0.00014821036017545377,0.9959832,
86,2,4300,COCONUT,10120.0,129,10119.0,46,,0,10121.0,129,10122.0,46,,0,10120.5,0.0,4.940589413313509e-05,0.9959828,
89,2,4400,COCONUT,10119.0,194,,0,,0,10121.0,114,10122.0,80,,0,10120.0,0.0,-4.940589413317354e-05,0.9959823999999999,
91,2,4500,COCONUT,10118.0,103,10117.0,43,,0,10120.0,146,,0,,0,10119.0,0.0,-9.881911169665735e-05,0.9959819999999999,
93,2,4600,COCONUT,10120.0,125,10119.0,59,,0,10121.0,125,10122.0,59,,0,10120.5,0.0,0.0001482250058299228,0.9959815999999999,
94,2,4700,COCONUT,10120.0,133,10119.0,70,,0,10121.0,133,10122.0,70,,0,10120.5,0.0,0.0,0.9959811999999999,
97,2,4800,COCONUT,10120.0,111,10119.0,78,,0,10122.0,189,,0,,0,10121.0,0.0,4.940345331138893e-05,0.9959808,
99,2,4900,COCONUT,10119.0,137,10118.0,43,,0,10120.0,137,10121.0,43,,0,10119.5,0.0,-0.00014821768264083418,0.9959804,
101,2,5000,COCONUT,10119.0,188,,0,,0,10121.0,146,10122.0,42,,0,10120.0,0.0,4.9408335196225857e-05,0.99598,
102,2,5100,COCONUT,10117.0,120,10116.0,73,,0,10118.0,120,10119.0,73,,0,10117.5,0.0,-0.00024706609143592615,0.9959796,
105,2,5200,COCONUT,10118.0,112,10117.0,42,,0,10120.0,154,,0,,0,10119.0,0.0,0.00014824697973933224,0.9959792,
107,2,5300,COCONUT,10119.0,137,10118.0,46,,0,10121.0,183,,0,,0,10120.0,0.0,9.881911169667025e-05,0.9959787999999999,
109,2,5400,COCONUT,10120.0,102,10119.0,45,,0,10121.0,109,10122.0,45,,0,10120.5,0.0,4.940589413313509e-05,0.9959783999999999,
110,2,5500,COCONUT,10120.0,108,10119.0,80,,0,10121.0,108,10122.0,80,,0,10120.5,0.0,0.0,0.9959779999999999,
113,2,5600,COCONUT,10120.0,170,,0,,0,10122.0,100,10123.0,70,,0,10121.0,0.0,4.940345331138893e-05,0.9959776,
115,2,5700,COCONUT,10120.0,172,,0,,0,10122.0,108,10123.0,64,,0,10121.0,0.0,0.0,0.9959772,
117,2,5800,COCONUT,10120.0,103,10119.0,47,,0,10121.0,103,10122.0,47,,0,10120.5,0.0,-4.940345331139181e-05,0.9959768,
118,2,5900,COCONUT,10118.0,116,10117.0,72,,0,10120.0,188,,0,,0,10119.0,0.0,-0.00014822500582979678,0.9959764,
121,2,6000,COCONUT,10119.0,106,10118.0,55,,0,10120.0,106,10121.0,55,,0,10119.5,0.0,4.9410776500439194e-05,0.995976,
123,2,6100,COCONUT,10118.0,171,,0,,0,10119.0,10,10120.0,112,10121.0,59,10118.5,0.0,-9.882399454623049e-05,0.9959756,
125,2,6200,COCONUT,10117.0,146,10116.0,76,,0,10119.0,222,,0,,0,10118.0,0.0,-4.94156598326608e-05,0.9959752,
126,2,6300,COCONUT,10117.0,133,10116.0,52,,0,10118.0,133,10119.0,52,,0,10117.5,0.0,-4.941810186078925e-05,0.9959747999999999,
129,2,6400,COCONUT,10116.0,112,10115.0,78,,0,10117.0,112,10118.0,78,,0,10116.5,0.0,-9.884353077137798e-05,0.9959743999999999,
131,2,6500,COCONUT,10116.0,130,10115.0,41,,0,10118.0,171,,0,,0,10117.0,0.0,4.9422986641230754e-05,0.995974,
133,2,6600,COCONUT,10116.0,141,10115.0,68,,0,10118.0,209,,0,,0,10117.0,0.0,0.0,0.9959736,
134,2,6700,COCONUT,10117.0,109,10116.0,77,,0,10118.0,109,10119.0,77,,0,10117.5,0.0,4.942054413029444e-05,0.9959732,
137,2,6800,COCONUT,10117.0,193,,0,,0,10119.0,142,10120.0,51,,0,10118.0,0.0,4.941810186070272e-05,0.9959728,
139,2,6900,COCONUT,10117.0,105,10116.0,43,,0,10118.0,105,10119.0,43,,0,10117.5,0.0,-4.941810186078925e-05,0.9959724,
141,2,7000,COCONUT,10117.0,120,10116.0,76,,0,10118.0,120,10119.0,76,,0,10117.5,0.0,0.0,0.995972,
142,2,7100,COCONUT,10117.0,124,10116.0,65,,0,10118.0,124,10119.0,65,,0,10117.5,0.0,0.0,0.9959716,
145,2,7200,COCONUT,10116.0,198,,0,,0,10118.0,128,10119.0,70,,0,10117.0,0.0,-4.942054413029808e-05,0.9959712,
147,2,7300,COCONUT,10117.0,111,10116.0,71,,0,10118.0,111,10119.0,71,,0,10117.5,0.0,4.942054413029444e-05,0.9959708,
149,2,7400,COCONUT,10118.0,114,10117.0,71,,0,10120.0,185,,0,,0,10119.0,0.0,0.00014824697973933224,0.9959704,
150,2,7500,COCONUT,10118.0,113,10117.0,56,,0,10119.0,113,10120.0,56,,0,10118.5,0.0,-4.941321804591272e-05,0.99597,
152,2,7600,COCONUT,10119.0,149,10118.0,59,,0,10120.0,149,10121.0,59,,0,10119.5,0.0,9.88239945462987e-05,0.9959696,
154,2,7700,COCONUT,10117.0,178,,0,,0,10119.0,134,10120.0,44,,0,10118.0,0.0,-0.0001482396543789127,0.9959692,
157,2,7800,COCONUT,10115.0,176,,0,,0,10117.0,106,10118.0,70,,0,10116.0,0.0,-0.00019768706202562183,0.9959688,
158,2,7900,COCONUT,10116.0,110,10115.0,56,,0,10117.0,110,10118.0,56,,0,10116.5,0.0,4.942542939351166e-05,0.9959684,
160,2,8000,COCONUT,10116.0,175,,0,,0,10118.0,126,10119.0,49,,0,10117.0,0.0,4.9422986641230754e-05,0.995968,
162,2,8100,COCONUT,10117.0,116,10116.0,76,,0,10118.0,116,10119.0,76,,0,10117.5,0.0,4.942054413029444e-05,0.9959676,
164,2,8200,COCONUT,10116.0,149,,0,,0,10118.0,109,10119.0,40,,0,10117.0,0.0,-4.942054413029808e-05,0.9959672,
167,2,8300,COCONUT,10117.0,7,10116.0,193,,0,10118.0,131,10119.0,62,,0,10117.5,0.0,4.942054413029444e-05,0.9959668,
168,2,8400,COCONUT,10117.0,143,10116.0,58,,0,10118.0,143,10119.0,58,,0,10117.5,0.0,0.0,0.9959664,
170,2,8500,COCONUT,10116.0,146,10115.0,63,,0,10118.0,209,,0,,0,10117.0,0.0,-4.942054413029808e-05,0.995966,
172,2,8600,COCONUT,10115.0,101,10114.0,68,,0,10116.0,101,10117.0,68,,0,10115.5,0.0,-0.0001482762884219424,0.9959656,
175,2,8700,COCONUT,10113.0,181,,0,,0,10115.0,124,10116.0,57,,0,10114.0,0.0,-0.00014829827754009718,0.9959652,
176,2,8800,COCONUT,10113.0,117,10112.0,40,,0,10115.0,157,,0,,0,10114.0,0.0,0.0,0.9959648,
178,2,8900,COCONUT,10112.0,213,,0,,0,10114.0,140,10115.0,73,,0,10113.0,0.0,-9.887773775788353e-05,0.9959644,
180,2,9000,COCONUT,10113.0,101,10112.0,57,,0,10114.0,101,10115.0,57,,0,10113.5,0.0,4.944009097987406e-05,0.9959640000000001,
183,2,9100,COCONUT,10113.0,143,10112.0,78,,0,10114.0,143,10115.0,78,,0,10113.5,0.0,0.0,0.9959636000000001,
184,2,9200,COCONUT,10112.0,140,10111.0,61,,0,10113.0,139,10114.0,61,,0,10112.5,0.0,-9.888262640312504e-05,0.9959632,
186,2,9300,COCONUT,10111.0,140,10110.0,52,,0,10112.0,135,10113.0,52,,0,10111.5,0.0,-9.889240514388544e-05,0.9959628,
188,2,9400,COCONUT,10110.0,144,10109.0,48,,0,10111.0,144,10112.0,48,,0,10110.5,0.0,-9.890218581894127e-05,0.9959624,
191,2,9500,COCONUT,10109.0,123,10108.0,76,,0,10111.0,199,,0,,0,10110.0,0.0,-4.945476126723706e-05,0.995962,
192,2,9600,COCONUT,10108.0,173,,0,,0,10110.0,121,10111.0,52,,0,10109.0,0.0,-9.891686045955041e-05,0.9959616,
194,2,9700,COCONUT,10108.0,205,,0,,0,10110.0,150,10111.0,55,,0,10109.0,0.0,0.0,0.9959612,
196,2,9800,COCONUT,10108.0,101,10107.0,65,,0,10109.0,101,10110.0,65,,0,10108.5,0.0,-4.946209967623396e-05,0.9959608,
199,2,9900,COCONUT,10109.0,143,10108.0,52,,0,10110.0,143,10111.0,52,,0,10109.5,0.0,9.892175297422918e-05,0.9959604000000001,
200,2,10000,COCONUT,10107.0,135,10106.0,61,,0,10109.0,196,,0,,0,10108.0,0.0,-0.0001483862992707109,0.9959600000000001,
202,2,10100,COCONUT,10107.0,126,10106.0,77,,0,10108.0,126,10109.0,77,,0,10107.5,0.0,-4.9466993158872366e-05,0.9959596000000001,
204,2,10200,COCONUT,10107.0,105,10106.0,40,,0,10108.0,105,10109.0,40,,0,10107.5,0.0,0.0,0.9959592,
207,2,10300,COCONUT,10106.0,183,,0,,0,10108.0,104,10109.0,79,,0,10107.0,0.0,-4.946944026331695e-05,0.9959588,
208,2,10400,COCONUT,10106.0,159,10105.0,63,,0,10107.0,149,10108.0,63,,0,10106.5,0.0,-4.947188760991915e-05,0.9959584,
210,2,10500,COCONUT,10104.0,105,10103.0,58,,0,10106.0,163,,0,,0,10105.0,0.0,-0.00014843034933122748,0.995958,
212,2,10600,COCONUT,10104.0,115,10103.0,43,,0,10105.0,115,10106.0,43,,0,10104.5,0.0,-4.9481679418348184e-05,0.9959576,
215,2,10700,COCONUT,10104.0,112,10103.0,78,,0,10105.0,112,10106.0,78,,0,10104.5,0.0,0.0,0.9959572,
216,2,10800,COCONUT,10103.0,105,10102.0,64,,0,10105.0,169,,0,,0,10104.0,0.0,-4.9484127976071535e-05,0.9959568000000001,
218,2,10900,COCONUT,10103.0,148,10102.0,40,,0,10104.0,148,10105.0,40,,0,10103.5,0.0,-4.9486576776174564e-05,0.9959564000000001,
220,2,11000,COCONUT,10103.0,125,10102.0,44,,0,10104.0,125,10105.0,44,,0,10103.5,0.0,0.0,0.9959560000000001,
223,2,11100,COCONUT,10102.0,153,10101.0,45,,0,10104.0,188,,0,,0,10103.0,0.0,-4.948902581865727e-05,0.9959556,
224,2,11200,COCONUT,10101.0,92,10100.0,69,,0,10103.0,169,,0,,0,10102.0,0.0,-9.898539973437847e-05,0.9959552,
226,2,11300,COCONUT,10101.0,156,,0,,0,10103.0,113,10104.0,43,,0,10102.0,0.0,0.0,0.9959548,
228,2,11400,COCONUT,10102.0,126,10101.0,46,,0,10104.0,172,,0,,0,10103.0,0.0,9.898539973444479e-05,0.9959544,
231,2,11500,COCONUT,10102.0,108,10101.0,53,,0,10104.0,161,,0,,0,10103.0,0.0,0.0,0.995954,
232,2,11600,COCONUT,10102.0,158,,0,,0,10104.0,107,10105.0,51,,0,10103.0,0.0,0.0,0.9959536000000001,
234,2,11700,COCONUT,10103.0,126,10102.0,73,,0,10104.0,133,10105.0,73,,0,10103.5,0.0,4.9489025818629956e-05,0.9959532,
236,2,11800,COCONUT,10103.0,114,10102.0,66,,0,10104.0,114,10105.0,66,,0,10103.5,0.0,0.0,0.9959528,
239,2,11900,COCONUT,10102.0,147,10101.0,46,,0,10104.0,193,,0,,0,10103.0,0.0,-4.948902581865727e-05,0.9959524,
240,2,12000,COCONUT,10102.0,123,10101.0,60,,0,10104.0,123,10105.0,60,,0,10103.0,0.0,0.0,0.995952,
242,2,12100,COCONUT,10101.0,115,10100.0,51,,0,10102.0,115,10103.0,51,,0,10101.5,0.0,-0.00014848177413506186,0.9959515999999999,
244,2,12200,COCONUT,10101.0,140,10100.0,66,,0,10102.0,140,10103.0,66,,0,10101.5,0.0,0.0,0.9959511999999999,
247,2,12300,COCONUT,10100.0,187,,0,,0,10102.0,146,10103.0,41,,0,10101.0,0.0,-4.949882441305108e-05,0.9959507999999999,
249,2,12400,COCONUT,10100.0,117,10099.0,49,,0,10101.0,117,10102.0,49,,0,10100.5,0.0,-4.950127466787631e-05,0.9959503999999999,
250,2,12500,COCONUT,10099.0,131,10098.0,52,,0,10100.0,131,10101.0,52,,0,10099.5,0.0,-9.900990107095516e-05,0.99595,
253,2,12600,COCONUT,10098.0,10,10097.0,169,,0,10099.0,102,10100.0,67,,0,10098.5,0.0,-9.901970500219583e-05,0.9959496,
255,2,12700,COCONUT,10097.0,109,10096.0,66,,0,10099.0,175,,0,,0,10098.0,0.0,-4.9513529582027914e-05,0.9959492,
257,2,12800,COCONUT,10098.0,139,10097.0,60,,0,10099.0,139,10100.0,60,,0,10098.5,0.0,4.951352958212476e-05,0.9959488,
258,2,12900,COCONUT,10096.0,109,10095.0,44,,0,10097.0,109,10098.0,44,,0,10096.5,0.0,-0.00019806882956563914,0.9959484,
261,2,13000,COCONUT,10095.0,143,10094.0,72,,0,10096.0,143,10097.0,72,,0,10095.5,0.0,-9.904912844866214e-05,0.9959479999999999,
263,2,13100,COCONUT,10095.0,108,10094.0,41,,0,10096.0,108,10097.0,41,,0,10095.5,0.0,0.0,0.9959475999999999,
265,2,13200,COCONUT,10095.0,108,10094.0,51,,0,10096.0,108,10097.0,51,,0,10095.5,0.0,0.0,0.9959471999999999,
266,2,13300,COCONUT,10097.0,137,10096.0,62,,0,10099.0,199,,0,,0,10098.0,0.0,0.0002476044284320802,0.9959468,
269,2,13400,COCONUT,10098.0,135,10097.0,70,,0,10100.0,205,,0,,0,10099.0,0.0,9.902460769601819e-05,0.9959464,
271,2,13500,COCONUT,10100.0,130,10099.0,77,,0,10102.0,207,,0,,0,10101.0,0.0,0.00019801980262734245,0.995946,
273,2,13600,COCONUT,10101.0,123,10100.0,53,,0,10102.0,123,10103.0,53,,0,10101.5,0.0,4.949882441297281e-05,0.9959456,
274,2,13700,COCONUT,10101.0,141,10100.0,72,,0,10102.0,133,10103.0,72,,0,10101.5,0.0,0.0,0.9959452,
277,2,13800,COCONUT,10102.0,139,10101.0,75,,0,10103.0,139,10104.0,75,,0,10102.5,0.0,9.899029903158548e-05,0.9959448,
279,2,13900,COCONUT,10103.0,123,10102.0,58,,0,10105.0,181,,0,,0,10104.0,0.0,0.00014846707769823416,0.9959444,
281,2,14000,COCONUT,10104.0,147,10103.0,52,,0,10105.0,147,10106.0,52,,0,10104.5,0.0,4.9484127975964755e-05,0.9959439999999999,
282,2,14100,COCONUT,10106.0,101,10105.0,57,,0,10107.0,101,10108.0,57,,0,10106.5,0.0,0.00019791202874958836,0.9959435999999999,
285,2,14200,COCONUT,10105.0,125,10104.0,42,,0,10107.0,167,,0,,0,10106.0,0.0,-4.947433519867896e-05,0.9959432,
287,2,14300,COCONUT,10106.0,138,10105.0,53,,0,10107.0,138,10108.0,53,,0,10106.5,0.0,4.947433519875874e-05,0.9959428,
289,2,14400,COCONUT,10106.0,175,,0,,0,10108.0,131,10109.0,44,,0,10107.0,0.0,4.947188761003895e-05,0.9959424,
290,2,14500,COCONUT,10107.0,106,10106.0,80,,0,10108.0,106,10109.0,80,,0,10107.5,0.0,4.946944026332982e-05,0.995942,
293,2,14600,COCONUT,10106.0,132,10105.0,61,,0,10108.0,193,,0,,0,10107.0,0.0,-4.946944026331695e-05,0.9959416,
295,2,14700,COCONUT,10106.0,138,10105.0,46,,0,10108.0,184,,0,,0,10107.0,0.0,0.0,0.9959412,
297,2,14800,COCONUT,10105.0,108,10104.0,48,,0,10106.0,108,10107.0,48,,0,10105.5,0.0,-0.0001484230058383192,0.9959408,
298,2,14900,COCONUT,10105.0,107,10104.0,60,,0,10106.0,107,10107.0,60,,0,10105.5,0.0,0.0,0.9959404,
301,2,15000,COCONUT,10104.0,97,10103.0,71,,0,10105.0,103,10106.0,71,,0,10104.5,0.0,-9.896091052112771e-05,0.99594,
303,2,15100,COCONUT,10104.0,143,10103.0,40,,0,10105.0,135,10106.0,40,,0,10104.5,0.0,0.0,0.9959396,
305,2,15200,COCONUT,10105.0,127,10104.0,57,,0,10106.0,127,10107.0,57,,0,10105.5,0.0,9.896091052117666e-05,0.9959392,
306,2,15300,COCONUT,10107.0,6,10106.0,197,,0,10108.0,150,10109.0,47,,0,10107.5,0.0,0.00019789244610168545,0.9959388,
309,2,15400,COCONUT,10105.0,190,,0,,0,10107.0,132,10108.0,58,,0,10106.0,0.0,-0.0001484156630719916,0.9959384,
311,2,15500,COCONUT,10103.0,149,10102.0,45,,0,10104.0,149,10105.0,45,,0,10103.5,0.0,-0.00024740839830301276,0.995938,
313,2,15600,COCONUT,10104.0,110,10103.0,46,,0,10105.0,110,10106.0,46,,0,10104.5,0.0,9.897070475226324e-05,0.9959376,
314,2,15700,COCONUT,10104.0,125,10103.0,57,,0,10106.0,182,,0,,0,10105.0,0.0,4.948167941831423e-05,0.9959372,
317,2,15800,COCONUT,10105.0,128,10104.0,56,,0,10106.0,128,10107.0,56,,0,10105.5,0.0,4.947923110289638e-05,0.9959368,
319,2,15900,COCONUT,10105.0,142,10104.0,40,,0,10106.0,133,10107.0,40,,0,10105.5,0.0,0.0,0.9959364,
321,2,16000,COCONUT,10104.0,8,10103.0,198,,0,10105.0,140,10106.0,58,,0,10104.5,0.0,-9.896091052112771e-05,0.995936,
322,2,16100,COCONUT,10103.0,141,10102.0,64,,0,10105.0,205,,0,,0,10104.0,0.0,-4.9484127976071535e-05,0.9959356,
325,2,16200,COCONUT,10103.0,150,10102.0,43,,0,10104.0,150,10105.0,43,,0,10103.5,0.0,-4.9486576776174564e-05,0.9959352,
327,2,16300,COCONUT,10102.0,190,,0,,0,10104.0,144,10105.0,46,,0,10103.0,0.0,-4.948902581865727e-05,0.9959348,
329,2,16400,COCONUT,10102.0,150,10101.0,53,,0,10103.0,150,10104.0,53,,0,10102.5,0.0,-4.949147510351966e-05,0.9959344,
330,2,16500,COCONUT,10102.0,183,,0,,0,10104.0,127,10105.0,56,,0,10103.0,0.0,4.949147510342259e-05,0.995934,
332,2,16600,COCONUT,10101.0,169,,0,,0,10103.0,121,10104.0,48,,0,10102.0,0.0,-9.898539973437847e-05,0.9959336,
334,2,16700,COCONUT,10101.0,189,,0,,0,10103.0,149,10104.0,40,,0,10102.0,0.0,0.0,0.9959332000000001,
337,2,16800,COCONUT,10101.0,135,10100.0,40,,0,10103.0,175,,0,,0,10102.0,0.0,0.0,0.9959328000000001,
339,2,16900,COCONUT,10100.0,193,,0,,0,10101.0,6,10102.0,135,10103.0,58,10100.5,0.0,-0.00014849647348163424,0.9959324,
340,2,17000,COCONUT,10098.0,203,,0,,0,10100.0,146,10101.0,57,,0,10099.0,0.0,-0.00014851852795928807,0.995932,
342,2,17100,COCONUT,10098.0,107,10097.0,50,,0,10099.0,107,10100.0,50,,0,10098.5,0.0,-4.9511078113860867e-05,0.9959316,
344,2,17200,COCONUT,10100.0,112,10099.0,50,,0,10101.0,112,10102.0,50,,0,10100.5,0.0,0.00019802960607321666,0.9959312,
347,2,17300,COCONUT,10100.0,7,10099.0,184,,0,10101.0,115,10102.0,69,,0,10100.5,0.0,0.0,0.9959308,
348,2,17400,COCONUT,10098.0,182,,0,,0,10100.0,118,10101.0,64,,0,10099.0,0.0,-0.00014851852795928807,0.9959304,
350,2,17500,COCONUT,10100.0,149,10099.0,52,,0,10101.0,149,10102.0,52,,0,10100.5,0.0,0.00014851852795939088,0.99593,
352,2,17600,COCONUT,10100.0,134,10099.0,71,,0,10101.0,134,10102.0,71,,0,10100.5,0.0,0.0,0.9959296000000001,
355,2,17700,COCONUT,10100.0,208,,0,,0,10102.0,139,10103.0,69,,0,10101.0,0.0,4.950127466802833e-05,0.9959292000000001,
356,2,17800,COCONUT,10102.0,9,10101.0,200,,0,10103.0,120,10104.0,80,,0,10102.5,0.0,0.0001484891234446238,0.9959288000000001,
358,2,17900,COCONUT,10102.0,138,10101.0,61,,0,10104.0,199,,0,,0,10103.0,0.0,4.949147510342259e-05,0.9959284,
360,2,18000,COCONUT,10101.0,190,,0,,0,10103.0,146,10104.0,44,,0,10102.0,0.0,-9.898539973437847e-05,0.995928,
363,2,18100,COCONUT,10101.0,125,10100.0,45,,0,10102.0,125,10103.0,45,,0,10101.5,0.0,-4.949637440071656e-05,0.9959276,
364,2,18200,COCONUT,10101.0,145,10100.0,55,,0,10103.0,200,,0,,0,10102.0,0.0,4.949637440059402e-05,0.9959272,
366,2,18300,COCONUT,10101.0,106,10100.0,46,,0,10102.0,106,10103.0,46,,0,10101.5,0.0,-4.949637440071656e-05,0.9959268,
368,2,18400,COCONUT,10102.0,148,10101.0,73,,0,10103.0,148,10104.0,73,,0,10102.5,0.0,9.899029903158548e-05,0.9959264,
371,2,18500,COCONUT,10102.0,149,10101.0,57,,0,10103.0,149,10104.0,57,,0,10102.5,0.0,0.0,0.9959260000000001,
372,2,18600,COCONUT,10102.0,129,10101.0,42,,0,10103.0,129,10104.0,42,,0,10102.5,0.0,0.0,0.9959256000000001,
374,2,18700,COCONUT,10102.0,118,10101.0,60,,0,10104.0,178,,0,,0,10103.0,0.0,4.949147510342259e-05,0.9959252000000001,
376,2,18800,COCONUT,10103.0,111,10102.0,80,,0,10104.0,111,10105.0,80,,0,10103.5,0.0,4.9489025818629956e-05,0.9959248,
379,2,18900,COCONUT,10103.0,127,10102.0,61,,0,10105.0,188,,0,,0,10104.0,0.0,4.948657677607e-05,0.9959244,
380,2,19000,COCONUT,10102.0,161,,0,,0,10104.0,108,10105.0,53,,0,10103.0,0.0,-9.897560259482538e-05,0.995924,
