,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,imp_vol,delta
82,2,4100,COCONUT_COUPON,678.0,38,,0,,0,679.0,31,,0,,0,678.5,0.0,0.15389899755906894,0.5617568622933868
84,2,4200,COCONUT_COUPON,675.0,31,,0,,0,677.0,38,,0,,0,676.0,0.0,0.1534826799508116,0.5613776387747783
87,2,4300,COCONUT_COUPON,676.0,43,,0,,0,677.0,43,,0,,0,676.5,0.0,0.15353778677112528,0.5615045634576374
88,2,4400,COCONUT_COUPON,677.0,46,,0,,0,678.0,46,,0,,0,677.5,0.0,0.15385949364370766,0.561376576140696
90,2,4500,COCONUT_COUPON,676.0,29,,0,,0,677.0,29,,0,,0,676.5,0.0,0.15374932453555654,0.5611229545807139
92,2,4600,COCONUT_COUPON,676.0,41,,0,,0,678.0,41,,0,,0,677.0,0.0,0.15366346339647213,0.5615040824137747
95,2,4700,COCONUT_COUPON,676.0,41,,0,,0,677.0,41,,0,,0,676.5,0.0,0.15353791009490725,0.5615045634576455
96,2,4800,COCONUT_COUPON,678.0,38,,0,,0,679.0,38,,0,,0,678.5,0.0,0.15396975369764546,0.561629815721635
98,2,4900,COCONUT_COUPON,678.0,39,,0,,0,679.0,39,,0,,0,678.5,0.0,0.1541813082768063,0.561249374303021
100,2,5000,COCONUT_COUPON,681.0,44,,0,,0,682.0,44,,0,,0,681.5,0.0,0.15486435188045755,0.5613755306179954
103,2,5100,COCONUT_COUPON,680.0,41,,0,,0,681.0,41,,0,,0,680.5,0.0,0.15496551628979566,0.5607457200186919
104,2,5200,COCONUT_COUPON,680.0,38,,0,,0,682.0,38,,0,,0,681.0,0.0,0.15487979801406757,0.5611234931758445
106,2,5300,COCONUT_COUPON,681.0,38,,0,,0,682.0,38,,0,,0,681.5,0.0,0.15486444517637743,0.5613755306179959
108,2,5400,COCONUT_COUPON,681.0,41,,0,,0,682.0,41,,0,,0,681.5,0.0,0.15479396846353746,0.5615015918328384
111,2,5500,COCONUT_COUPON,682.0,40,,0,,0,684.0,40,,0,,0,683.0,0.0,0.1551707522049689,0.5615014894257307
112,2,5600,COCONUT_COUPON,683.0,38,,0,,0,684.0,38,,0,,0,683.5,0.0,0.15522584397497183,0.5616272134809975
114,2,5700,COCONUT_COUPON,684.0,39,,0,,0,685.0,39,,0,,0,684.5,0.0,0.15547704368484677,0.5616271769245965
116,2,5800,COCONUT_COUPON,682.0,38,,0,,0,684.0,38,,0,,0,683.0,0.0,0.1551708456864256,0.5615014894257313
119,2,5900,COCONUT_COUPON,681.0,42,,0,,0,682.0,42,,0,,0,681.5,0.0,0.155005600080499,0.561123752700978
120,2,6000,COCONUT_COUPON,682.0,43,,0,,0,683.0,43,,0,,0,682.5,0.0,0.15518632366688617,0.5612499737248441
122,2,6100,COCONUT_COUPON,682.0,30,,0,,0,683.0,30,,0,,0,682.5,0.0,0.15532729183364888,0.5609989211974191
124,2,6200,COCONUT_COUPON,682.0,57,,0,,0,683.0,42,,0,,0,682.5,0.0,0.15539776796441263,0.560873565945216
127,2,6300,COCONUT_COUPON,682.0,45,,0,,0,683.0,45,,0,,0,682.5,0.0,0.15546822844096128,0.560748324460323
128,2,6400,COCONUT_COUPON,681.0,48,,0,,0,682.0,48,,0,,0,681.5,0.0,0.15535790130272775,0.5604963090829465
130,2,6500,COCONUT_COUPON,680.0,31,,0,,0,681.0,31,,0,,0,680.5,0.0,0.15503636515312957,0.5606200979494956
132,2,6600,COCONUT_COUPON,681.0,41,,0,,0,682.0,41,,0,,0,681.5,0.0,0.15528756594348364,0.5606215698249725
135,2,6700,COCONUT_COUPON,681.0,38,,0,,0,682.0,38,,0,,0,681.5,0.0,0.15521718368707818,0.5607469443773031
136,2,6800,COCONUT_COUPON,681.0,46,,0,,0,682.0,46,,0,,0,681.5,0.0,0.15514678570733612,0.5608724329202167
138,2,6900,COCONUT_COUPON,683.0,16,682.0,20,,0,684.0,36,,0,,0,683.5,0.0,0.15571958563158403,0.5607498595142997
140,2,7000,COCONUT_COUPON,681.0,41,,0,,0,682.0,41,,0,,0,681.5,0.0,0.15521727719400072,0.5607469443773031
143,2,7100,COCONUT_COUPON,681.0,45,,0,,0,682.0,38,,0,,0,681.5,0.0,0.15521730836418757,0.5607469443773092
144,2,7200,COCONUT_COUPON,681.0,38,,0,,0,682.0,27,,0,,0,681.5,0.0,0.1552877530410022,0.5606215698249648
146,2,7300,COCONUT_COUPON,682.0,37,,0,,0,683.0,37,,0,,0,682.5,0.0,0.1554685406339565,0.560748324460317
148,2,7400,COCONUT_COUPON,682.0,37,,0,,0,683.0,37,,0,,0,682.5,0.0,0.1552572365004075,0.561124390397099
151,2,7500,COCONUT_COUPON,681.0,26,,0,,0,682.0,26,,0,,0,681.5,0.0,0.15507655882165192,0.5609980356343983
153,2,7600,COCONUT_COUPON,681.0,26,,0,,0,682.0,39,,0,,0,681.5,0.0,0.15493565272969054,0.5612495843015151
155,2,7700,COCONUT_COUPON,680.0,36,,0,,0,681.0,36,,0,,0,680.5,0.0,0.15489589626232866,0.5608714564836235
156,2,7800,COCONUT_COUPON,678.0,22,,0,,0,679.0,27,,0,,0,678.5,0.0,0.15467520850555946,0.5603657272977252
159,2,7900,COCONUT_COUPON,678.0,32,,0,,0,679.0,32,,0,,0,678.5,0.0,0.1546048580487108,0.5604916171286775
161,2,8000,COCONUT_COUPON,677.0,47,,0,,0,678.0,47,,0,,0,677.5,0.0,0.15428332179724927,0.5606166190607584
163,2,8100,COCONUT_COUPON,678.0,27,,0,,0,679.0,27,,0,,0,678.5,0.0,0.1544641097430874,0.5607437415130185
165,2,8200,COCONUT_COUPON,679.0,43,,0,,0,680.0,43,,0,,0,679.5,0.0,0.154785724076449,0.5606187816903211
166,2,8300,COCONUT_COUPON,679.0,51,,0,,0,680.0,45,,0,,0,679.5,0.0,0.15471534188188918,0.5607446521428294
169,2,8400,COCONUT_COUPON,679.0,33,,0,,0,680.0,33,,0,,0,679.5,0.0,0.15471537295021265,0.5607446521428292
171,2,8500,COCONUT_COUPON,679.0,29,,0,,0,680.0,29,,0,,0,679.5,0.0,0.15478581732507515,0.5606187816903263
173,2,8600,COCONUT_COUPON,678.0,34,,0,,0,679.0,34,,0,,0,678.5,0.0,0.15474582286853472,0.5602399521310498
174,2,8700,COCONUT_COUPON,679.0,40,,0,,0,680.0,40,,0,,0,679.5,0.0,0.1552080296711376,0.5598659596659794
177,2,8800,COCONUT_COUPON,681.0,35,,0,,0,682.0,35,,0,,0,681.5,0.0,0.15571040614980453,0.5598717062476392
179,2,8900,COCONUT_COUPON,682.0,29,,0,,0,683.0,29,,0,,0,682.5,0.0,0.15610220520469717,0.5596262411064777
181,2,9000,COCONUT_COUPON,683.0,48,,0,,0,684.0,48,,0,,0,683.5,0.0,0.1562831209453909,0.5597539570123217
182,2,9100,COCONUT_COUPON,682.0,36,,0,,0,683.0,36,,0,,0,682.5,0.0,0.15603197827535717,0.5597504667235147
185,2,9200,COCONUT_COUPON,680.0,46,,0,,0,681.0,46,,0,,0,680.5,0.0,0.1556702240646009,0.559494617372487
187,2,9300,COCONUT_COUPON,679.0,44,,0,,0,680.0,44,,0,,0,679.5,0.0,0.1555595797347918,0.5592417319120901
189,2,9400,COCONUT_COUPON,678.0,22,,0,,0,679.0,36,,0,,0,678.5,0.0,0.15544887142751942,0.5589884672030324
190,2,9500,COCONUT_COUPON,680.0,32,,0,,0,681.0,32,,0,,0,680.5,0.0,0.15602145169435472,0.5588732998188846
193,2,9600,COCONUT_COUPON,680.0,30,,0,,0,681.0,30,,0,,0,680.5,0.0,0.15616182886084176,0.5586255560799477
195,2,9700,COCONUT_COUPON,679.0,45,,0,,0,680.0,45,,0,,0,679.5,0.0,0.15591068113038206,0.558620320302486
197,2,9800,COCONUT_COUPON,679.0,41,,0,,0,680.0,41,,0,,0,679.5,0.0,0.15598086158456606,0.5584963739744374
198,2,9900,COCONUT_COUPON,681.0,2,680.0,48,,0,682.0,50,,0,,0,681.5,0.0,0.15634293653392545,0.5587545088304614
201,2,10000,COCONUT_COUPON,678.0,43,,0,,0,679.0,43,,0,,0,678.5,0.0,0.15579987769728737,0.5583669616977136
203,2,10100,COCONUT_COUPON,677.0,38,,0,,0,679.0,38,,0,,0,678.0,0.0,0.1557444362267465,0.5582401399172173
205,2,10200,COCONUT_COUPON,679.0,51,,0,,0,680.0,51,,0,,0,679.5,0.0,0.15612123930766358,0.5582488159093468
206,2,10300,COCONUT_COUPON,678.0,45,,0,,0,680.0,45,,0,,0,679.0,0.0,0.1560657827395182,0.55812215612783
209,2,10400,COCONUT_COUPON,680.0,37,,0,,0,681.0,37,,0,,0,680.5,0.0,0.1565126772351325,0.5580081427075418
211,2,10500,COCONUT_COUPON,678.0,42,,0,,0,679.0,42,,0,,0,678.5,0.0,0.15622051128139014,0.5576248427777767
213,2,10600,COCONUT_COUPON,679.0,36,,0,,0,680.0,36,,0,,0,679.5,0.0,0.1565417563346217,0.5575088059214924
214,2,10700,COCONUT_COUPON,680.0,40,,0,,0,681.0,40,,0,,0,680.5,0.0,0.15679297597697253,0.5575162021590214
217,2,10800,COCONUT_COUPON,680.0,48,,0,,0,681.0,48,,0,,0,680.5,0.0,0.1568630207746326,0.557393491999139
219,2,10900,COCONUT_COUPON,680.0,39,,0,,0,681.0,39,,0,,0,680.5,0.0,0.15693305051470585,0.5572708914883511
221,2,11000,COCONUT_COUPON,678.0,38,,0,,0,679.0,38,,0,,0,678.5,0.0,0.1564307014118158,0.5572552809350431
222,2,11100,COCONUT_COUPON,679.0,40,,0,,0,680.0,40,,0,,0,679.5,0.0,0.15675190483203863,0.5571402909958351
225,2,11200,COCONUT_COUPON,678.0,39,,0,,0,679.0,39,,0,,0,678.5,0.0,0.15664066144747282,0.5568867112906272
227,2,11300,COCONUT_COUPON,680.0,31,,0,,0,681.0,31,,0,,0,680.5,0.0,0.1571430812217039,0.5569037461527135
229,2,11400,COCONUT_COUPON,680.0,29,,0,,0,681.0,29,,0,,0,680.5,0.0,0.15700319134404447,0.5571484004568835
230,2,11500,COCONUT_COUPON,681.0,48,,0,,0,682.0,31,,0,,0,681.5,0.0,0.15725441574486926,0.5571566421181366
233,2,11600,COCONUT_COUPON,679.0,41,,0,,0,680.0,41,,0,,0,679.5,0.0,0.15675206222183707,0.5571402909958708
235,2,11700,COCONUT_COUPON,680.0,33,,0,,0,681.0,33,,0,,0,680.5,0.0,0.15693330263014912,0.5572708914884305
237,2,11800,COCONUT_COUPON,680.0,35,,0,,0,681.0,35,,0,,0,680.5,0.0,0.1569333341423058,0.5572708914883658
238,2,11900,COCONUT_COUPON,679.0,30,,0,,0,681.0,30,,0,,0,680.0,0.0,0.15687775272606616,0.5571443291616205
241,2,12000,COCONUT_COUPON,680.0,41,,0,,0,681.0,41,,0,,0,680.5,0.0,0.15700338051157192,0.5571484004568202
243,2,12100,COCONUT_COUPON,679.0,41,,0,,0,680.0,41,,0,,0,679.5,0.0,0.15696207573211787,0.5567727632824147
245,2,12200,COCONUT_COUPON,680.0,34,,0,,0,681.0,34,,0,,0,680.5,0.0,0.15721330356719287,0.5567815825418952
246,2,12300,COCONUT_COUPON,678.0,38,,0,,0,679.0,38,,0,,0,678.5,0.0,0.15678086391466697,0.55664154713315
248,2,12400,COCONUT_COUPON,681.0,37,,0,,0,682.0,37,,0,,0,681.5,0.0,0.15760439856439898,0.5565470003118433
251,2,12500,COCONUT_COUPON,681.0,31,,0,,0,682.0,49,,0,,0,681.5,0.0,0.15774420534702602,0.5563039014076809
252,2,12600,COCONUT_COUPON,682.0,32,,0,,0,683.0,32,,0,,0,682.5,0.0,0.15813515982373297,0.55607171163708
254,2,12700,COCONUT_COUPON,680.0,33,,0,,0,681.0,33,,0,,0,680.5,0.0,0.15770261259258955,0.5559294743506187
256,2,12800,COCONUT_COUPON,680.0,42,,0,,0,681.0,42,,0,,0,680.5,0.0,0.1576328100987488,0.5560508798606122
259,2,12900,COCONUT_COUPON,678.0,35,,0,,0,679.0,35,,0,,0,678.5,0.0,0.15740966730050285,0.5555437037615949
260,2,13000,COCONUT_COUPON,677.0,47,,0,,0,678.0,40,,0,,0,677.5,0.0,0.15729801447981692,0.5552895471741585
262,2,13100,COCONUT_COUPON,678.0,33,,0,,0,679.0,33,,0,,0,678.5,0.0,0.1575492592678647,0.555300929526072
264,2,13200,COCONUT_COUPON,680.0,1,679.0,43,,0,681.0,44,,0,,0,680.5,0.0,0.15805172046046378,0.5553240580026646
267,2,13300,COCONUT_COUPON,680.0,48,,0,,0,681.0,48,,0,,0,680.5,0.0,0.1577028026077656,0.5559294743507022
268,2,13400,COCONUT_COUPON,681.0,35,,0,,0,682.0,35,,0,,0,681.5,0.0,0.15781435586793532,0.5561825136783702
270,2,13500,COCONUT_COUPON,683.0,47,,0,,0,684.0,47,,0,,0,683.5,0.0,0.15803723749945126,0.5566874644835281
272,2,13600,COCONUT_COUPON,684.0,35,,0,,0,685.0,35,,0,,0,684.5,0.0,0.15821854182338108,0.5568181512521373
275,2,13700,COCONUT_COUPON,683.0,50,,0,,0,684.0,50,,0,,0,683.5,0.0,0.15796737322548532,0.5568088165552177
276,2,13800,COCONUT_COUPON,685.0,44,,0,,0,686.0,44,,0,,0,685.5,0.0,0.15832990098656452,0.5570697093335234
278,2,13900,COCONUT_COUPON,685.0,38,,0,,0,686.0,38,,0,,0,685.5,0.0,0.15811996292792643,0.5574336583602355
280,2,14000,COCONUT_COUPON,685.0,33,,0,,0,686.0,33,,0,,0,685.5,0.0,0.15804997493727702,0.5575551900155578
283,2,14100,COCONUT_COUPON,686.0,44,,0,,0,687.0,44,,0,,0,686.5,0.0,0.15802096768055743,0.5580496551307784
284,2,14200,COCONUT_COUPON,687.0,38,,0,,0,688.0,38,,0,,0,687.5,0.0,0.1583422715744288,0.5579355510383126
286,2,14300,COCONUT_COUPON,687.0,43,,0,,0,688.0,43,,0,,0,687.5,0.0,0.15827222147987421,0.5580570466250087
288,2,14400,COCONUT_COUPON,687.0,43,,0,,0,688.0,43,,0,,0,687.5,0.0,0.1582021564041304,0.5581786500652026
291,2,14500,COCONUT_COUPON,687.0,36,,0,,0,688.0,36,,0,,0,687.5,0.0,0.1581320763290075,0.5583003615253981
292,2,14600,COCONUT_COUPON,685.0,42,,0,,0,686.0,42,,0,,0,685.5,0.0,0.15769984184019384,0.5581644706254798
294,2,14700,COCONUT_COUPON,686.0,33,,0,,0,687.0,33,,0,,0,686.5,0.0,0.15795106228289965,0.5581714929471256
296,2,14800,COCONUT_COUPON,684.0,31,,0,,0,685.0,31,,0,,0,684.5,0.0,0.1576589528596817,0.5577909836142426
299,2,14900,COCONUT_COUPON,684.0,50,,0,,0,685.0,50,,0,,0,684.5,0.0,0.15765898452099544,0.5577909836142726
300,2,15000,COCONUT_COUPON,684.0,24,,0,,0,685.0,43,,0,,0,684.5,0.0,0.157799098388898,0.5575471270166816
302,2,15100,COCONUT_COUPON,684.0,35,,0,,0,685.0,35,,0,,0,684.5,0.0,0.15779913007567756,0.5575471270166275
304,2,15200,COCONUT_COUPON,685.0,31,,0,,0,686.0,40,,0,,0,685.5,0.0,0.15791027116760642,0.5577985772920075
307,2,15300,COCONUT_COUPON,686.0,43,,0,,0,687.0,43,,0,,0,686.5,0.0,0.15788114170396386,0.558293439157197
308,2,15400,COCONUT_COUPON,685.0,45,,0,,0,686.0,45,,0,,0,685.5,0.0,0.15784026979647767,0.5579204332467582
310,2,15500,COCONUT_COUPON,684.0,46,,0,,0,685.0,46,,0,,0,684.5,0.0,0.1579392793265443,0.5573037036457735
312,2,15600,COCONUT_COUPON,684.0,44,,0,,0,685.0,44,,0,,0,684.5,0.0,0.1577992885204893,0.5575471270166944
315,2,15700,COCONUT_COUPON,684.0,30,,0,,0,685.0,30,,0,,0,684.5,0.0,0.1577292864981627,0.5576690010784424
316,2,15800,COCONUT_COUPON,684.0,38,,0,,0,685.0,38,,0,,0,684.5,0.0,0.157659269465543,0.557790983614298
318,2,15900,COCONUT_COUPON,683.0,35,,0,,0,684.0,35,,0,,0,683.5,0.0,0.15740810980251882,0.5577835236144512
320,2,16000,COCONUT_COUPON,682.0,32,,0,,0,683.0,32,,0,,0,682.5,0.0,0.15729702859169112,0.5575313978894649
323,2,16100,COCONUT_COUPON,684.0,39,,0,,0,685.0,39,,0,,0,684.5,0.0,0.15786946576597757,0.557425361261472
324,2,16200,COCONUT_COUPON,683.0,37,,0,,0,684.0,37,,0,,0,683.5,0.0,0.15768830506937925,0.5572953033081542
326,2,16300,COCONUT_COUPON,685.0,39,,0,,0,686.0,2,687.0,37,,0,685.5,0.0,0.15826072044126965,0.5571909181847366
328,2,16400,COCONUT_COUPON,684.0,35,,0,,0,685.0,35,,0,,0,684.5,0.0,0.15807952786144105,0.5570607121671143
331,2,16500,COCONUT_COUPON,684.0,45,,0,,0,685.0,45,,0,,0,684.5,0.0,0.15800958549829905,0.557182154003131
333,2,16600,COCONUT_COUPON,684.0,35,,0,,0,685.0,35,,0,,0,684.5,0.0,0.1581495506020466,0.5569393779718983
335,2,16700,COCONUT_COUPON,683.0,39,,0,,0,684.0,39,,0,,0,683.5,0.0,0.15789838186954577,0.5569302763073596
336,2,16800,COCONUT_COUPON,684.0,30,,0,,0,685.0,30,,0,,0,684.5,0.0,0.15814961412112483,0.5569393779719322
338,2,16900,COCONUT_COUPON,683.0,38,,0,,0,684.0,38,,0,,0,683.5,0.0,0.15810822989916729,0.556566219926819
341,2,17000,COCONUT_COUPON,681.0,40,,0,,0,682.0,40,,0,,0,681.5,0.0,0.15781549677026058,0.5561825136784467
343,2,17100,COCONUT_COUPON,681.0,48,,0,,0,682.0,48,,0,,0,681.5,0.0,0.15788537959427118,0.5560612335432362
345,2,17200,COCONUT_COUPON,680.0,51,,0,,0,681.0,51,,0,,0,680.5,0.0,0.1573547153270417,0.5565375815599853
346,2,17300,COCONUT_COUPON,680.0,19,,0,,0,681.0,28,,0,,0,680.5,0.0,0.15735474692650983,0.5565375815599832
349,2,17400,COCONUT_COUPON,678.0,35,,0,,0,679.0,35,,0,,0,678.5,0.0,0.1570620054448079,0.556152530151298
351,2,17500,COCONUT_COUPON,678.0,43,,0,,0,680.0,43,,0,,0,679.0,0.0,0.15697800785943575,0.5565236939702333
353,2,17600,COCONUT_COUPON,678.0,39,,0,,0,679.0,39,,0,,0,678.5,0.0,0.1568524390200711,0.5565191292251503
354,2,17700,COCONUT_COUPON,675.0,33,,0,,0,676.0,33,,0,,0,675.5,0.0,0.15602896996670215,0.5566155545129946
357,2,17800,COCONUT_COUPON,675.0,39,,0,,0,676.0,39,,0,,0,675.5,0.0,0.1558192030021218,0.5569856131695029
359,2,17900,COCONUT_COUPON,677.0,27,,0,,0,678.0,41,,0,,0,677.5,0.0,0.156251656842758,0.5571244712237341
361,2,18000,COCONUT_COUPON,677.0,31,,0,,0,678.0,31,,0,,0,677.5,0.0,0.15639160406948666,0.5568783913155285
362,2,18100,COCONUT_COUPON,678.0,36,,0,,0,679.0,36,,0,,0,678.5,0.0,0.1567127684724063,0.556764074431665
365,2,18200,COCONUT_COUPON,677.0,39,,0,,0,678.0,39,,0,,0,677.5,0.0,0.15639166688279732,0.5568783913155567
367,2,18300,COCONUT_COUPON,678.0,45,,0,,0,679.0,45,,0,,0,678.5,0.0,0.15671283141304618,0.5567640744316366
369,2,18400,COCONUT_COUPON,679.0,38,,0,,0,681.0,38,,0,,0,680.0,0.0,0.15694976904895738,0.5570218290512562
370,2,18500,COCONUT_COUPON,681.0,15,680.0,20,,0,682.0,35,,0,,0,681.5,0.0,0.1573265967808066,0.5570344965678452
373,2,18600,COCONUT_COUPON,680.0,36,,0,,0,681.0,36,,0,,0,680.5,0.0,0.15707543065673518,0.5570260187347493
375,2,18700,COCONUT_COUPON,681.0,35,,0,,0,682.0,35,,0,,0,681.5,0.0,0.15725668945502094,0.5571566421180709
377,2,18800,COCONUT_COUPON,681.0,66,,0,,0,682.0,46,,0,,0,681.5,0.0,0.1571867355121982,0.5572788965992632
378,2,18900,COCONUT_COUPON,683.0,43,,0,,0,684.0,43,,0,,0,683.5,0.0,0.1576191570657886,0.5574171954456468
381,2,19000,COCONUT_COUPON,683.0,46,,0,,0,684.0,46,,0,,0,683.5,0.0,0.15775917980236764,0.5571735195173126
383,2,19100,COCONUT_COUPON,683.0,41,,0,,0,685.0,41,,0,,0,684.0,0.0,0.15753471771723276,0.557787236864692
385,2,19200,COCONUT_COUPON,684.0,41,,0,,0,685.0,41,,0,,0,684.5,0.0,0.15759028173666648,0.5579130747918662
386,2,19300,COCONUT_COUPON,684.0,39,,0,,0,686.0,39,,0,,0,685.0,0.0,0.1575757349800895,0.5581610102148047
389,2,19400,COCONUT_COUPON,686.0,21,,0,,0,687.0,38,,0,,0,686.5,0.0,0.15774217356961995,0.5585376574298205
391,2,19500,COCONUT_COUPON,686.0,33,,0,,0,687.0,33,,0,,0,686.5,0.0,0.15760187684608004,0.5587823112940351
393,2,19600,COCONUT_COUPON,686.0,38,,0,,0,687.0,38,,0,,0,686.5,0.0,0.1575317216030766,0.5589048019951615
394,2,19700,COCONUT_COUPON,686.0,44,,0,,0,687.0,44,,0,,0,686.5,0.0,0.15760194014687964,0.5587823112940793
397,2,19800,COCONUT_COUPON,686.0,45,,0,,0,687.0,45,,0,,0,686.5,0.0,0.15753178487477237,0.5589048019951823
399,2,19900,COCONUT_COUPON,688.0,48,,0,,0,689.0,48,,0,,0,688.5,0.0,0.1577532834493008,0.5594055880521153
401,2,20000,COCONUT_COUPON,688.0,45,,0,,0,689.0,45,,0,,0,688.5,0.0,0.15789379839325238,0.5591607895106594
402,2,20100,COCONUT_COUPON,687.0,29,,0,,0,688.0,29,,0,,0,687.5,0.0,0.1577830660607799,0.5589105449745394
